,Energy & Utilities
2017-08-20,78.0
2017-08-27,71.0
2017-09-03,70.0
2017-09-10,77.0
2017-09-17,76.0
2017-09-24,76.0
2017-10-01,80.0
2017-10-08,87.0
2017-10-15,83.0
2017-10-22,75.0
2017-10-29,75.0
2017-11-05,86.0
2017-11-12,86.0
2017-11-19,84.0
2017-11-26,84.0
2017-12-03,84.0
2017-12-10,70.0
2017-12-17,66.0
2017-12-24,61.0
2017-12-31,62.0
2018-01-07,73.0
2018-01-14,69.0
2018-01-21,71.0
2018-01-28,71.0
2018-02-04,67.0
2018-02-11,66.0
2018-02-18,73.0
2018-02-25,66.0
2018-03-04,61.0
2018-03-11,64.0
2018-03-18,74.0
2018-03-25,66.0
2018-04-01,61.0
2018-04-08,45.0
2018-04-15,54.0
2018-04-22,61.0
2018-04-29,59.0
2018-05-06,66.0
2018-05-13,69.0
2018-05-20,72.0
2018-05-27,66.0
2018-06-03,63.0
2018-06-10,62.0
2018-06-17,58.0
2018-06-24,57.0
2018-07-01,65.0
2018-07-08,68.0
2018-07-15,68.0
2018-07-22,67.0
2018-07-29,68.0
2018-08-05,72.0
2018-08-12,66.0
2018-08-19,62.0
2018-08-26,65.0
2018-09-02,68.0
2018-09-09,73.0
2018-09-16,68.0
2018-09-23,60.0
2018-09-30,66.0
2018-10-07,70.0
2018-10-14,74.0
2018-10-21,61.0
2018-10-28,71.0
2018-11-04,65.0
2018-11-11,60.0
2018-11-18,60.0
2018-11-25,64.0
2018-12-02,60.0
2018-12-09,62.0
2018-12-16,62.0
2018-12-23,57.0
2018-12-30,61.0
2019-01-06,61.0
2019-01-13,60.0
2019-01-20,60.0
2019-01-27,68.0
2019-02-03,63.0
2019-02-10,70.0
2019-02-17,61.0
2019-02-24,66.0
2019-03-03,65.0
2019-03-10,67.0
2019-03-17,83.0
2019-03-24,82.0
2019-03-31,79.0
2019-04-07,55.0
2019-04-14,47.0
2019-04-21,50.0
2019-04-28,54.0
2019-05-05,58.0
2019-05-12,53.0
2019-05-19,60.0
2019-05-26,73.0
2019-06-02,67.0
2019-06-09,77.0
2019-06-16,74.0
2019-06-23,73.0
2019-06-30,76.0
2019-07-07,74.0
2019-07-14,69.0
2019-07-21,78.0
2019-07-28,77.0
2019-08-04,78.0
2019-08-11,63.0
2019-08-18,72.0
2019-08-25,61.0
2019-09-01,72.0
2019-09-08,65.0
2019-09-15,67.0
2019-09-22,59.0
2019-09-29,61.0
2019-10-06,60.0
2019-10-13,70.0
2019-10-20,64.0
2019-10-27,71.0
2019-11-03,72.0
2019-11-10,58.0
2019-11-17,65.0
2019-11-24,70.0
2019-12-01,65.0
2019-12-08,57.0
2019-12-15,67.0
2019-12-22,60.0
2019-12-29,62.0
2020-01-05,62.65384615384615
2020-01-12,69.61538461538461
2020-01-19,76.57692307692308
2020-01-26,62.65384615384615
2020-02-02,62.65384615384615
2020-02-09,69.61538461538461
2020-02-16,69.61538461538461
2020-02-23,62.65384615384615
2020-03-01,69.61538461538461
2020-03-08,62.65384615384615
2020-03-15,48.73076923076923
2020-03-22,41.769230769230774
2020-03-29,48.73076923076923
2020-04-05,48.73076923076923
2020-04-12,41.769230769230774
2020-04-19,55.69230769230769
2020-04-26,55.69230769230769
2020-05-03,48.73076923076923
2020-05-10,62.65384615384615
2020-05-17,62.65384615384615
2020-05-24,62.65384615384615
2020-05-31,62.65384615384615
2020-06-07,62.65384615384615
2020-06-14,62.65384615384615
2020-06-21,69.61538461538461
2020-06-28,62.65384615384615
2020-07-05,69.61538461538461
2020-07-12,69.61538461538461
2020-07-19,69.61538461538461
2020-07-26,69.61538461538461
2020-08-02,55.69230769230769
2020-08-09,69.61538461538461
2020-08-16,97.46153846153847
2020-08-23,69.61538461538461
2020-08-30,69.61538461538461
2020-09-06,76.57692307692308
2020-09-13,69.61538461538461
2020-09-20,69.61538461538461
2020-09-27,62.65384615384615
2020-10-04,62.65384615384615
2020-10-11,69.61538461538461
2020-10-18,62.65384615384615
2020-10-25,55.69230769230769
2020-11-01,55.69230769230769
2020-11-08,69.61538461538461
2020-11-15,62.65384615384615
2020-11-22,69.61538461538461
2020-11-29,69.61538461538461
2020-12-06,69.61538461538461
2020-12-13,69.61538461538461
2020-12-20,69.61538461538461
2020-12-27,55.69230769230769
2021-01-03,69.61538461538461
2021-01-10,62.65384615384615
2021-01-17,76.57692307692308
2021-01-24,69.61538461538461
2021-01-31,69.61538461538461
2021-02-07,69.61538461538461
2021-02-14,83.53846153846155
2021-02-21,69.61538461538461
2021-02-28,69.61538461538461
2021-03-07,69.61538461538461
2021-03-14,76.57692307692308
2021-03-21,69.61538461538461
2021-03-28,76.57692307692308
2021-04-04,69.61538461538461
2021-04-11,48.73076923076923
2021-04-18,69.61538461538461
2021-04-25,69.61538461538461
2021-05-02,69.61538461538461
2021-05-09,69.61538461538461
2021-05-16,76.57692307692308
2021-05-23,76.57692307692308
2021-05-30,83.53846153846155
2021-06-06,90.5
2021-06-13,83.53846153846155
2021-06-20,76.57692307692308
2021-06-27,83.53846153846155
2021-07-04,90.5
2021-07-11,83.53846153846155
2021-07-18,83.53846153846155
2021-07-25,76.57692307692308
2021-08-01,76.57692307692308
2021-08-08,76.57692307692308
2021-08-15,76.57692307692308
2021-08-22,76.57692307692308
2021-08-29,76.57692307692308
2021-09-05,76.57692307692308
2021-09-12,76.57692307692308
2021-09-19,76.57692307692308
2021-09-26,76.57692307692308
2021-10-03,76.57692307692308
2021-10-10,76.57692307692308
2021-10-17,69.61538461538461
2021-10-24,76.57692307692308
2021-10-31,83.53846153846155
2021-11-07,83.53846153846155
2021-11-14,76.57692307692308
2021-11-21,76.57692307692308
2021-11-28,90.5
2021-12-05,76.57692307692308
2021-12-12,76.57692307692308
2021-12-19,76.57692307692308
2021-12-26,76.57692307692308
2022-01-02,104.42307692307692
2022-01-09,104.42307692307692
2022-01-16,97.46153846153847
2022-01-23,111.38461538461539
2022-01-30,104.42307692307692
2022-02-06,104.42307692307692
2022-02-13,104.42307692307692
2022-02-20,132.26923076923077
2022-02-27,174.03846153846155
2022-03-06,153.15384615384616
2022-03-13,153.15384615384616
2022-03-20,174.03846153846155
2022-03-27,278.46153846153845
2022-04-03,181.0
2022-04-10,139.23076923076923
2022-04-17,201.8846153846154
2022-04-24,181.0
2022-05-01,167.0769230769231
2022-05-08,187.96153846153845
2022-05-15,215.80769230769232
2022-05-22,201.8846153846154
2022-05-29,167.0769230769231
2022-06-05,174.03846153846155
2022-06-12,362.0
2022-06-19,271.5
2022-06-26,257.5769230769231
2022-07-03,201.8846153846154
2022-07-10,236.6923076923077
2022-07-17,696.1538461538462
2022-07-24,396.8076923076923
2022-07-31,313.2692307692308
2022-08-07,201.8846153846154
2022-08-14,174.03846153846155
2022-08-21,181.0
2022-08-28,181.0
2022-09-04,132.26923076923077
2022-09-11,139.23076923076923
2022-09-18,153.15384615384616
2022-09-25,153.15384615384616
2022-10-02,139.23076923076923
2022-10-09,146.1923076923077
2022-10-16,132.26923076923077
2022-10-23,125.3076923076923
2022-10-30,125.3076923076923
2022-11-06,118.34615384615385
2022-11-13,118.34615384615385
2022-11-20,118.34615384615385
2022-11-27,125.3076923076923
2022-12-04,132.26923076923077
2022-12-11,125.3076923076923
2022-12-18,132.26923076923077
2022-12-25,146.1923076923077
2023-01-01,125.3076923076923
2023-01-08,139.23076923076923
2023-01-15,132.26923076923077
2023-01-22,132.26923076923077
2023-01-29,146.1923076923077
2023-02-05,132.26923076923077
2023-02-12,153.15384615384616
2023-02-19,125.3076923076923
2023-02-26,111.38461538461539
2023-03-05,111.38461538461539
2023-03-12,104.42307692307692
2023-03-19,111.38461538461539
2023-03-26,118.34615384615385
2023-04-02,97.46153846153847
2023-04-09,76.57692307692308
2023-04-16,97.46153846153847
2023-04-23,118.34615384615385
2023-04-30,90.5
2023-05-07,111.38461538461539
2023-05-14,104.42307692307692
2023-05-21,111.38461538461539
2023-05-28,104.42307692307692
2023-06-04,97.46153846153847
2023-06-11,111.38461538461539
2023-06-18,104.42307692307692
2023-06-25,104.42307692307692
2023-07-02,111.38461538461539
2023-07-09,111.38461538461539
2023-07-16,111.38461538461539
2023-07-23,104.42307692307692
2023-07-30,104.42307692307692
2023-08-06,118.34615384615385
2023-08-13,111.38461538461539
2023-08-20,111.38461538461539
2023-08-27,104.42307692307692
2023-09-03,111.38461538461539
2023-09-10,97.46153846153847
2023-09-17,104.42307692307692
2023-09-24,104.42307692307692
2023-10-01,111.38461538461539
2023-10-08,104.42307692307692
2023-10-15,104.42307692307692
2023-10-22,104.42307692307692
2023-10-29,104.42307692307692
2023-11-05,97.46153846153847
2023-11-12,104.42307692307692
2023-11-19,111.38461538461539
2023-11-26,104.42307692307692
2023-12-03,132.26923076923077
2023-12-10,111.38461538461539
2023-12-17,97.46153846153847
2023-12-24,97.46153846153847
2023-12-31,104.42307692307692
2024-01-07,101.0022141063684
2024-01-14,101.0022141063684
2024-01-21,101.0022141063684
2024-01-28,109.70930152933119
2024-02-04,111.45071901392375
2024-02-11,120.15780643688653
2024-02-18,101.0022141063684
2024-02-25,114.93355398310887
2024-03-03,116.67497146770143
2024-03-10,118.41638895229399
2024-03-17,121.89922392147909
2024-03-24,116.67497146770143
2024-03-31,107.96788404473862
2024-04-07,87.07087422962793
2024-04-14,92.2951266834056
2024-04-21,109.70930152933119
2024-04-28,118.41638895229399
2024-05-05,125.38205889066421
2024-05-12,120.15780643688653
2024-05-19,141.05481625199724
2024-05-26,128.86489385984933
2024-06-02,135.83056379821957
2024-06-09,118.41638895229399
2024-06-16,107.96788404473862
2024-06-23,121.89922392147909
2024-06-30,128.86489385984933
2024-07-07,120.15780643688653
2024-07-14,127.12347637525677
2024-07-21,120.15780643688653
2024-07-28,123.64064140607165
2024-08-04,121.89922392147909
2024-08-11,139.3133987674047
2024-08-18,116.67497146770143
2024-08-25,121.89922392147909
2024-09-01,120.15780643688653
2024-09-08,113.1921364985163
2024-09-15,95.77796165259072
2024-09-22,116.67497146770143
2024-09-29,118.41638895229399
2024-10-06,127.12347637525677
2024-10-13,116.67497146770143
2024-10-20,114.93355398310887
2024-10-27,123.64064140607165
2024-11-03,114.93355398310887
2024-11-10,125.38205889066421
2024-11-17,113.1921364985163
2024-11-24,132.34772882903445
2024-12-01,111.45071901392375
2024-12-08,116.67497146770143
2024-12-15,111.45071901392375
2024-12-22,113.1921364985163
2024-12-29,118.41638895229399
2025-01-05,121.89922392147909
2025-01-12,114.93355398310887
2025-01-19,123.64064140607165
2025-01-26,118.41638895229399
2025-02-02,111.45071901392375
2025-02-09,160.21040858251538
2025-02-16,123.64064140607165
2025-02-23,121.89922392147909
2025-03-02,127.12347637525677
2025-03-09,109.70930152933119
2025-03-16,120.15780643688653
2025-03-23,118.41638895229399
2025-03-30,111.45071901392375
2025-04-06,104.4850490755535
2025-04-13,74.88095183748001
2025-04-20,113.1921364985163
2025-04-27,114.93355398310887
2025-05-04,101.0022141063684
2025-05-11,99.26079662177584
2025-05-18,125.38205889066421
2025-05-25,160.21040858251538
2025-06-01,134.089146313627
2025-06-08,128.86489385984933
2025-06-15,132.34772882903445
2025-06-22,132.34772882903445
2025-06-29,125.38205889066421
2025-07-06,118.41638895229399
2025-07-13,128.86489385984933
2025-07-20,121.89922392147909
2025-07-27,127.12347637525677
2025-08-03,114.93355398310887
2025-08-10,120.15780643688653
2025-08-17,121.89922392147909
2025-08-24,121.89922392147909
2025-08-31,107.96788404473862
2025-09-07,109.70930152933119
2025-09-14,111.45071901392375
2025-09-21,123.64064140607165
2025-09-28,116.67497146770143
2025-10-05,111.45071901392375
2025-10-12,121.89922392147909
2025-10-19,123.64064140607165
2025-10-26,120.15780643688653
2025-11-02,107.96788404473862
2025-11-09,114.93355398310887
2025-11-16,118.41638895229399
2025-11-23,174.14174845925587
2025-11-30,139.3133987674047
2025-12-07,114.93355398310887
2025-12-14,118.41638895229399
2025-12-21,107.96788404473862
2025-12-28,116.67497146770143
