,Finance
2022-07-10,97.36913620187642
2022-07-17,108.82432869621482
2022-07-24,100.23293432546102
2022-07-31,117.41572306696861
2022-08-07,111.68812681979942
2022-08-14,115.98382400517632
2022-08-21,103.09673244904562
2022-08-28,118.84762212876092
2022-09-04,107.39242963442251
2022-09-11,94.50533807829181
2022-09-18,104.52863151083791
2022-09-25,108.82432869621482
2022-10-02,108.82432869621482
2022-10-09,110.25622775800711
2022-10-16,104.52863151083791
2022-10-23,98.80103526366871
2022-10-30,110.25622775800711
2022-11-06,108.82432869621482
2022-11-13,113.12002588159172
2022-11-20,97.36913620187642
2022-11-27,105.96053057263022
2022-12-04,110.25622775800711
2022-12-11,113.12002588159172
2022-12-18,105.96053057263022
2022-12-25,115.98382400517632
2023-01-01,110.25622775800711
2023-01-08,117.41572306696861
2023-01-15,111.68812681979942
2023-01-22,113.12002588159172
2023-01-29,123.14331931413781
2023-02-05,118.84762212876092
2023-02-12,113.12002588159172
2023-02-19,110.25622775800711
2023-02-26,131.73471368489163
2023-03-05,127.43901649951472
2023-03-12,124.57521837593012
2023-03-19,113.12002588159172
2023-03-26,117.41572306696861
2023-04-02,121.71142025234552
2023-04-09,111.68812681979942
2023-04-16,98.80103526366871
2023-04-23,104.52863151083791
2023-04-30,115.98382400517632
2023-05-07,143.18990617923
2023-05-14,117.41572306696861
2023-05-21,114.55192494338402
2023-05-28,124.57521837593012
2023-06-04,114.55192494338402
2023-06-11,126.00711743772241
2023-06-18,114.55192494338402
2023-06-25,91.64153995470721
2023-07-02,118.84762212876092
2023-07-09,118.84762212876092
2023-07-16,113.12002588159172
2023-07-23,111.68812681979942
2023-07-30,130.30281462309932
2023-08-06,130.30281462309932
2023-08-13,126.00711743772241
2023-08-20,118.84762212876092
2023-08-27,123.14331931413781
2023-09-03,118.84762212876092
2023-09-10,107.39242963442251
2023-09-17,110.25622775800711
2023-09-24,104.52863151083791
2023-10-01,120.27952119055321
2023-10-08,115.98382400517632
2023-10-15,107.39242963442251
2023-10-22,118.84762212876092
2023-10-29,127.43901649951472
2023-11-05,121.71142025234552
2023-11-12,118.84762212876092
2023-11-19,115.98382400517632
2023-11-26,126.00711743772241
2023-12-03,136.03041087026853
2023-12-10,126.00711743772241
2023-12-17,118.84762212876092
2023-12-24,123.14331931413781
2023-12-31,120.27952119055321
2024-01-07,123.14331931413784
2024-01-14,124.57521837593013
2024-01-21,117.41572306696864
2024-01-28,123.14331931413784
2024-02-04,126.00711743772244
2024-02-11,117.41572306696864
2024-02-18,111.68812681979944
2024-02-25,130.30281462309935
2024-03-03,128.87091556130704
2024-03-10,101.66483338725332
2024-03-17,111.68812681979944
2024-03-24,114.55192494338404
2024-03-31,115.98382400517633
2024-04-07,98.80103526366872
2024-04-14,117.41572306696864
2024-04-21,110.25622775800713
2024-04-28,115.98382400517633
2024-05-05,111.68812681979944
2024-05-12,105.96053057263023
2024-05-19,101.66483338725332
2024-05-26,115.98382400517633
2024-06-02,111.68812681979944
2024-06-09,111.68812681979944
2024-06-16,95.93723714008412
2024-06-23,118.84762212876093
2024-06-30,128.87091556130704
2024-07-07,130.30281462309935
2024-07-14,120.27952119055324
2024-07-21,113.12002588159173
2024-07-28,118.84762212876093
2024-08-04,120.27952119055324
2024-08-11,121.71142025234553
2024-08-18,114.55192494338404
2024-08-25,118.84762212876093
2024-09-01,107.39242963442253
2024-09-08,117.41572306696864
2024-09-15,107.39242963442253
2024-09-22,110.25622775800713
2024-09-29,115.98382400517633
2024-10-06,113.12002588159173
2024-10-13,111.68812681979944
2024-10-20,115.98382400517633
2024-10-27,115.98382400517633
2024-11-03,118.84762212876093
2024-11-10,113.12002588159173
2024-11-17,115.98382400517633
2024-11-24,120.27952119055324
2024-12-01,127.43901649951474
2024-12-08,118.84762212876093
2024-12-15,118.84762212876093
2024-12-22,126.00711743772244
2024-12-29,120.27952119055324
2025-01-05,128.87091556130704
2025-01-12,121.71142025234553
2025-01-19,117.41572306696864
2025-01-26,121.71142025234553
2025-02-02,124.57521837593013
2025-02-09,120.27952119055324
2025-02-16,115.98382400517633
2025-02-23,115.98382400517633
2025-03-02,111.68812681979944
2025-03-09,110.25622775800713
2025-03-16,108.82432869621483
2025-03-23,98.80103526366872
2025-03-30,101.66483338725332
2025-04-06,136.03041087026855
2025-04-13,124.57521837593013
2025-04-20,117.41572306696864
2025-04-27,117.41572306696864
2025-05-04,121.71142025234553
2025-05-11,113.12002588159173
2025-05-18,114.55192494338404
2025-05-25,110.25622775800713
2025-06-01,101.66483338725332
2025-06-08,103.09673244904563
2025-06-15,108.82432869621483
2025-06-22,105.96053057263023
2025-06-29,124.57521837593013
2025-07-06,118.84762212876093
2025-07-13,114.55192494338404
2025-07-20,104.52863151083793
2025-07-27,111.68812681979944
2025-08-03,110.25622775800713
2025-08-10,114.55192494338404
2025-08-17,108.82432869621483
2025-08-24,105.96053057263023
2025-08-31,110.25622775800713
2025-09-07,104.52863151083793
2025-09-14,95.93723714008412
2025-09-21,97.36913620187643
2025-09-28,107.39242963442253
2025-10-05,110.25622775800713
2025-10-12,113.12002588159173
2025-10-19,108.82432869621483
2025-10-26,113.12002588159173
2025-11-02,110.25622775800713
2025-11-09,111.68812681979944
2025-11-16,113.12002588159173
2025-11-23,114.55192494338404
2025-11-30,128.87091556130704
2025-12-07,111.68812681979944
2025-12-14,117.41572306696864
2025-12-21,124.57521837593013
2025-12-28,126.00711743772244
2026-01-04,118.84762212876093
