,Retail Trade
2018-10-07,53.0
2018-10-14,81.0
2018-10-21,100.0
2018-10-28,43.0
2018-11-04,56.0
2018-11-11,0.0
2018-11-18,51.0
2018-11-25,46.0
2018-12-02,49.0
2018-12-09,60.0
2018-12-16,61.0
2018-12-23,56.0
2018-12-30,48.0
2019-01-06,39.0
2019-01-13,49.0
2019-01-20,56.0
2019-01-27,67.0
2019-02-03,69.0
2019-02-10,63.0
2019-02-17,54.0
2019-02-24,56.0
2019-03-03,43.0
2019-03-10,54.0
2019-03-17,52.0
2019-03-24,60.0
2019-03-31,0.0
2019-04-07,53.0
2019-04-14,48.0
2019-04-21,64.0
2019-04-28,0.0
2019-05-05,0.0
2019-05-12,0.0
2019-05-19,0.0
2019-05-26,38.0
2019-06-02,48.0
2019-06-09,58.0
2019-06-16,53.0
2019-06-23,49.0
2019-06-30,49.0
2019-07-07,52.0
2019-07-14,51.0
2019-07-21,65.0
2019-07-28,73.0
2019-08-04,68.0
2019-08-11,40.0
2019-08-18,0.0
2019-08-25,86.0
2019-09-01,80.0
2019-09-08,67.0
2019-09-15,40.0
2019-09-22,93.0
2019-09-29,68.0
2019-10-06,44.0
2019-10-13,71.0
2019-10-20,54.0
2019-10-27,53.0
2019-11-03,38.0
2019-11-10,50.0
2019-11-17,74.0
2019-11-24,39.0
2019-12-01,62.0
2019-12-08,43.0
2019-12-15,79.0
2019-12-22,79.0
2019-12-29,53.0
2020-01-05,80.04880253050158
2020-01-12,51.37460460912788
2020-01-19,51.37460460912788
2020-01-26,46.595571622232264
2020-02-02,56.15363759602349
2020-02-09,41.81653863533665
2020-02-16,38.232263895164934
2020-02-23,80.04880253050158
2020-03-01,47.790329868956164
2020-03-08,57.3483958427474
2020-03-15,56.15363759602349
2020-03-22,37.03750564844103
2020-03-29,46.595571622232264
2020-04-05,0.0
2020-04-12,40.62178038861274
2020-04-19,43.01129688206055
2020-04-26,34.64798915499322
2020-05-03,48.98508811568007
2020-05-10,0.0
2020-05-17,0.0
2020-05-24,0.0
2020-05-31,46.595571622232264
2020-06-07,0.0
2020-06-14,47.790329868956164
2020-06-21,40.62178038861274
2020-06-28,47.790329868956164
2020-07-05,52.569362855851786
2020-07-12,37.03750564844103
2020-07-19,57.3483958427474
2020-07-26,0.0
2020-08-02,76.46452779032987
2020-08-09,46.595571622232264
2020-08-16,47.790329868956164
2020-08-23,35.842747401717126
2020-08-30,0.0
2020-09-06,0.0
2020-09-13,39.42702214188884
2020-09-20,37.03750564844103
2020-09-27,53.764121102575686
2020-10-04,63.32218707636692
2020-10-11,81.24356077722548
2020-10-18,0.0
2020-10-25,64.51694532309082
2020-11-01,54.95887934929959
2020-11-08,47.790329868956164
2020-11-15,48.98508811568007
2020-11-22,0.0
2020-11-29,35.842747401717126
2020-12-06,52.569362855851786
2020-12-13,54.95887934929959
2020-12-20,74.07501129688205
2020-12-27,44.206055128784456
2021-01-03,71.68549480343425
2021-01-10,40.62178038861274
2021-01-17,45.400813375508356
2021-01-24,72.88025305015816
2021-01-31,65.71170356981473
2021-02-07,56.15363759602349
2021-02-14,46.595571622232264
2021-02-21,59.73791233619521
2021-02-28,66.90646181653864
2021-03-07,54.95887934929959
2021-03-14,68.10122006326255
2021-03-21,0.0
2021-03-28,53.764121102575686
2021-04-04,68.10122006326255
2021-04-11,76.46452779032987
2021-04-18,51.37460460912788
2021-04-25,56.15363759602349
2021-05-02,69.29597830998644
2021-05-09,58.54315408947131
2021-05-16,52.569362855851786
2021-05-23,62.127428829643016
2021-05-30,57.3483958427474
2021-06-06,53.764121102575686
2021-06-13,59.73791233619521
2021-06-20,60.932670582919116
2021-06-27,0.0
2021-07-04,56.15363759602349
2021-07-11,75.26976954360596
2021-07-18,47.790329868956164
2021-07-25,68.10122006326255
2021-08-01,62.127428829643016
2021-08-08,57.3483958427474
2021-08-15,45.400813375508356
2021-08-22,69.29597830998644
2021-08-29,50.17984636240398
2021-09-05,53.764121102575686
2021-09-12,59.73791233619521
2021-09-19,51.37460460912788
2021-09-26,0.0
2021-10-03,111.1125169453231
2021-10-10,47.790329868956164
2021-10-17,93.19114324446453
2021-10-24,74.07501129688205
2021-10-31,72.88025305015816
2021-11-07,0.0
2021-11-14,68.10122006326255
2021-11-21,44.206055128784456
2021-11-28,59.73791233619521
2021-12-05,97.97017623136014
2021-12-12,0.0
2021-12-19,74.07501129688205
2021-12-26,63.32218707636692
2022-01-02,71.68549480343425
2022-01-09,77.65928603705377
2022-01-16,45.400813375508356
2022-01-23,77.65928603705377
2022-01-30,82.43831902394939
2022-02-06,86.0225937641211
2022-02-13,60.932670582919116
2022-02-20,68.10122006326255
2022-02-27,83.6330772706733
2022-03-06,52.569362855851786
2022-03-13,62.127428829643016
2022-03-20,44.206055128784456
2022-03-27,70.49073655671035
2022-04-03,43.01129688206055
2022-04-10,56.15363759602349
2022-04-17,58.54315408947131
2022-04-24,62.127428829643016
2022-05-01,45.400813375508356
2022-05-08,80.04880253050158
2022-05-15,95.58065973791233
2022-05-22,71.68549480343425
2022-05-29,53.764121102575686
2022-06-05,83.6330772706733
2022-06-12,52.569362855851786
2022-06-19,64.51694532309082
2022-06-26,65.71170356981473
2022-07-03,84.82783551739719
2022-07-10,56.15363759602349
2022-07-17,48.98508811568007
2022-07-24,60.932670582919116
2022-07-31,45.400813375508356
2022-08-07,65.71170356981473
2022-08-14,101.55445097153185
2022-08-21,71.68549480343425
2022-08-28,68.10122006326255
2022-09-04,71.68549480343425
2022-09-11,82.43831902394939
2022-09-18,83.6330772706733
2022-09-25,63.32218707636692
2022-10-02,62.127428829643016
2022-10-09,52.569362855851786
2022-10-16,57.3483958427474
2022-10-23,64.51694532309082
2022-10-30,59.73791233619521
2022-11-06,68.10122006326255
2022-11-13,66.90646181653864
2022-11-20,48.98508811568007
2022-11-27,74.07501129688205
2022-12-04,33.45323090826932
2022-12-11,71.68549480343425
2022-12-18,62.127428829643016
2022-12-25,70.49073655671035
2023-01-01,68.10122006326255
2023-01-08,91.99638499774062
2023-01-15,63.32218707636692
2023-01-22,74.07501129688205
2023-01-29,62.127428829643016
2023-02-05,69.29597830998644
2023-02-12,54.95887934929959
2023-02-19,65.71170356981473
2023-02-26,80.04880253050158
2023-03-05,77.65928603705377
2023-03-12,48.98508811568007
2023-03-19,59.73791233619521
2023-03-26,50.17984636240398
2023-04-02,63.32218707636692
2023-04-09,54.95887934929959
2023-04-16,66.90646181653864
2023-04-23,48.98508811568007
2023-04-30,106.33348395842748
2023-05-07,69.29597830998644
2023-05-14,74.07501129688205
2023-05-21,72.88025305015816
2023-05-28,46.595571622232264
2023-06-04,71.68549480343425
2023-06-11,83.6330772706733
2023-06-18,74.07501129688205
2023-06-25,60.932670582919116
2023-07-02,89.60686850429282
2023-07-09,53.764121102575686
2023-07-16,91.99638499774062
2023-07-23,43.01129688206055
2023-07-30,78.85404428377768
2023-08-06,84.82783551739719
2023-08-13,96.77541798463623
2023-08-20,74.07501129688205
2023-08-27,95.58065973791233
2023-09-03,64.51694532309082
2023-09-10,91.99638499774062
2023-09-17,115.89154993221871
2023-09-24,41.81653863533665
2023-10-01,53.764121102575686
2023-10-08,93.19114324446453
2023-10-15,89.60686850429282
2023-10-22,70.49073655671035
2023-10-29,76.46452779032987
2023-11-05,95.58065973791233
2023-11-12,119.47582467239042
2023-11-19,57.3483958427474
2023-11-26,114.6967916854948
2023-12-03,72.88025305015816
2023-12-10,80.04880253050158
2023-12-17,57.3483958427474
2023-12-24,94.38590149118843
2023-12-31,77.65928603705377
2024-01-07,87.11467747401717
2024-01-14,111.45554323881608
2024-01-21,70.46040089810212
2024-01-28,83.27138287957523
2024-02-04,105.05005224807952
2024-02-11,80.70918648328062
2024-02-18,92.23907026660642
2024-02-25,74.30369549254405
2024-03-03,85.83357927586985
2024-03-10,78.146990086986
2024-03-17,76.86589188883868
2024-03-24,90.9579720684591
2024-03-31,60.211615312923634
2024-04-07,49.96282972774514
2024-04-14,79.4280882851333
2024-04-21,81.99028468142792
2024-04-28,70.46040089810212
2024-05-05,102.4878558517849
2024-05-12,78.146990086986
2024-05-19,92.23907026660642
2024-05-26,112.7366414369634
2024-06-02,103.76895404993222
2024-06-09,85.83357927586985
2024-06-16,78.146990086986
2024-06-23,60.211615312923634
2024-06-30,102.4878558517849
2024-07-07,97.36346305919565
2024-07-14,128.10981981473114
2024-07-21,75.58479369069137
2024-07-28,105.05005224807952
2024-08-04,98.64456125734297
2024-08-11,97.36346305919565
2024-08-18,78.146990086986
2024-08-25,98.64456125734297
2024-09-01,81.99028468142792
2024-09-08,88.39577567216448
2024-09-15,70.46040089810212
2024-09-22,87.11467747401717
2024-09-29,69.1793026999548
2024-10-06,56.3683207184817
2024-10-13,96.08236486104835
2024-10-20,112.7366414369634
2024-10-27,103.76895404993222
2024-11-03,84.55248107772255
2024-11-10,73.02259729439675
2024-11-17,92.23907026660642
2024-11-24,93.52016846475372
2024-12-01,65.33600810551287
2024-12-08,40.99514234071396
2024-12-15,71.74149909624943
2024-12-22,87.11467747401717
2024-12-29,67.8982045018075
2025-01-05,108.89334684252147
2025-01-12,71.74149909624943
2025-01-19,78.146990086986
2025-01-26,114.0177396351107
2025-02-02,119.14213242769995
2025-02-09,98.64456125734297
2025-02-16,79.4280882851333
2025-02-23,114.0177396351107
2025-03-02,89.6768738703118
2025-03-09,108.89334684252147
2025-03-16,84.55248107772255
2025-03-23,76.86589188883868
2025-03-30,71.74149909624943
2025-04-06,64.05490990736557
2025-04-13,75.58479369069137
2025-04-20,0.0
2025-04-27,88.39577567216448
2025-05-04,58.93051711477632
2025-05-11,0.0
2025-05-18,80.70918648328062
2025-05-25,67.8982045018075
2025-06-01,70.46040089810212
2025-06-08,94.80126666290104
2025-06-15,83.27138287957523
2025-06-22,55.087222520334386
2025-06-29,64.05490990736557
2025-07-06,74.30369549254405
2025-07-13,97.36346305919565
2025-07-20,69.1793026999548
2025-07-27,81.99028468142792
2025-08-03,74.30369549254405
2025-08-10,64.05490990736557
2025-08-17,62.77381170921825
2025-08-24,93.52016846475372
2025-08-31,66.6171063036602
2025-09-07,67.8982045018075
2025-09-14,58.93051711477632
2025-09-21,81.99028468142792
2025-09-28,124.2665252202892
2025-10-05,110.17444504066877
2025-10-12,85.83357927586985
2025-10-19,75.58479369069137
2025-10-26,89.6768738703118
2025-11-02,84.55248107772255
2025-11-09,103.76895404993222
2025-11-16,92.23907026660642
2025-11-23,74.30369549254405
2025-11-30,75.58479369069137
2025-12-07,73.02259729439675
2025-12-14,101.2067576536376
2025-12-21,81.99028468142792
2025-12-28,75.58479369069137
2026-01-04,102.4878558517849
