,Accounting___Auditing,Acting___Theater,Advertising___Marketing,Agricultural_Equipment,Agriculture___Forestry,Agrochemicals,Alcoholic_Beverages,Animal_Products___Services,Apartments___Residential_Rentals,Apparel,Aquaculture,Architecture,Auto_Financing,Autos___Vehicles,Aviation,Boats___Watercraft,Book_Retailers,Building_Materials___Supplies,Business___Industrial,Business_News,Business_Operations,Business_Services,CAD___CAM,Car_Electronics,Car_Rental___Taxi_Services,Carpooling___Ridesharing,Chemicals_Industry,Civil_Engineering,Coatings___Adhesives,College_Financing,Commercial_Lending,Commercial_Vehicles,Computer_Hardware,Computer_Security,Computer_Servers,Computers___Electronics,Construction___Maintenance,Construction_Consulting___Contracting,Consulting,Consumer_Electronics,Corporate_Events,Credit___Lending,Cruises___Charters,Customer_Relationship_Management__CRM_,Data_Management,Developer_Jobs,Development_Tools,Distribution___Logistics,Doctors__Offices,Dyes___Pigments,Economy_News,Education,Emergency_Services,Energy___Utilities,Enterprise_Resource_Planning__ERP_,Enterprise_Technology,Entertainment_Industry,Entertainment_Media,Events___Listings,Fashion___Style,Fast_Food,Finance,Fire___Security_Services,Fitness,Financial_Planning,Flooring,Food___Drink,Food_Production,Footwear,Forestry,Freight___Trucking,Fuel_Economy___Gas_Prices,Gifts___Special_Event_Items,Government,GPS___Navigation,Grocery___Food_Retailers,Health,Health_Insurance,Home___Garden,Home_Appliances,Home_Financing,Home_Furnishings,Home_Improvement,Hospitals___Treatment_Centers,Hotels___Accommodations
2022-12-18,83.46468184471686,66.21525679758308,136.24018558172733,105.94191714053616,163.4589139836617,66.3904923599321,119.73659454374412,113.9932540957276,120.3615667894208,113.43715393133996,107.33827160493829,71.98910223144786,63.275979557069846,107.48337765957449,55.17918552036199,44.34641148325358,136.21432537479177,110.48146865258056,110.367477082503,112.06442166910688,100.21598414795244,158.9116963594113,81.04243948443886,95.810681164055,80.67845993756504,0.0,120.90652818991096,75.58096415327564,77.54381654381655,21.996285289747405,67.4786150712831,66.92794759825327,137.53222836095765,75.63220133414191,74.293270840308,127.10776186887716,82.71941226335124,74.67032967032966,86.04784688995217,160.9789029535865,41.52006335797255,79.64958360025625,94.39071566731144,66.2926292629263,80.90673575129534,103.20927558451514,61.28227571115973,65.34181240063592,132.45515695067266,65.00391389432485,31.0,70.78920308483289,27.666666666666668,132.26923076923077,73.60566746329806,177.5677513355998,42.09402985074627,147.2082239720035,147.37661220980223,89.3756120307764,143.74120956399435,123.54939341421144,24.0,92.2944653412144,119.306330472103,91.51371652514696,112.0501835985312,117.01726121979289,125.125,71.11292665214233,81.78699257965955,129.64757709251103,66.80650095602294,75.25956854558109,67.59814418272661,113.33029612756266,70.0,121.2904178978472,100.8051575931232,27.482014388489205,98.51728344855631,120.01209921355112,95.72881355932203,123.51198428290766,91.0
2022-12-25,81.52364273204904,57.12688821752266,133.24589578872232,105.94191714053616,167.65016818837097,74.0509337860781,161.80620884289746,113.9932540957276,121.86608637428856,108.66085271317829,120.04938271604938,66.45147898287495,78.50908574673481,104.72739361702128,69.57375565610859,50.46315789473684,139.75235980011104,110.48146865258056,104.2359505779195,110.66361639824304,101.62747688243064,121.719597211464,71.56994655768627,100.60121522225776,80.67845993756504,0.0,112.95215133531156,74.50123609394313,65.85913185913186,13.631500742942054,57.25458248472505,63.46615720524017,161.60036832412524,73.43996361431171,62.71509876129896,122.5681989449887,84.95507205425262,80.89285714285714,87.39234449760767,124.97046413502107,41.52006335797255,76.06982703395259,74.33268858800774,66.2926292629263,73.04080310880829,92.42621694135684,50.30634573304157,87.12241653418123,140.24663677130047,49.57925636007828,36.0,57.05398457583547,29.073446327683616,146.1923076923077,87.58142710822807,143.6503156872268,42.09402985074627,161.76727909011376,111.17884780739467,95.0804383306132,183.9887482419128,121.38186019641826,22.0,98.0628694250403,108.9318669527897,92.92161985630308,125.23255813953487,121.63636363636364,123.6529411764706,77.67719680464778,73.11261457878656,144.05286343612337,71.3357552581262,69.31802366040363,76.32048536759457,113.33029612756266,74.0,107.6238919375264,100.8051575931232,27.482014388489205,91.83814558763726,117.37447065940712,96.92542372881356,137.0475442043222,81.0
2023-01-01,93.16987740805604,59.72356495468278,128.75446109921484,91.42932575142162,148.78952426717925,68.9439728353141,106.79209783631234,108.36395759717315,123.37060595915634,95.52602436323366,115.81234567901234,68.29735339906591,80.85264054514481,99.2154255319149,64.77556561085973,47.40478468899521,132.6762909494725,96.67128507100796,104.2359505779195,105.0603953147877,108.68494055482164,126.79124709527498,90.51493241119144,82.63671250399744,78.75754422476587,61.48872180451129,124.08827893175074,63.70395550061804,74.35708435708436,13.321693907875188,67.4786150712831,61.15829694323144,171.91528545119706,74.53608247422682,69.46903247405423,110.46269781461945,79.36592257699917,72.18131868131869,87.39234449760767,108.0253164556962,40.261879619852174,63.54067905188982,53.094777562862674,99.43894389438944,89.89637305699482,115.53277117669604,60.367614879649885,103.4578696343402,130.8968609865471,67.20743639921722,29.0,65.5064267352185,27.666666666666668,125.3076923076923,85.71799248890407,137.6648858669257,42.91940298507463,131.03149606299215,111.17884780739467,80.81837258102121,118.82606657290202,112.71172732524552,22.0,99.21655024180548,84.72478540772534,101.3690398432397,102.82252141982865,109.31875719217491,114.82058823529412,65.64270152505446,78.06940200785684,158.45814977973572,58.88030592734226,75.25956854558109,57.78551034975017,94.44191343963554,71.0,119.5821021528071,89.60458452722062,24.733812949640285,91.83814558763726,109.4615849969752,87.35254237288136,130.27976424361492,80.0
2023-01-08,98.99299474605954,81.79531722054381,137.7373304782298,92.88058489033308,161.36328688130706,81.71137521222411,95.46566321730953,102.7346610986187,126.37964512889184,105.078626799557,131.34814814814814,78.44966268811625,74.99375354911982,99.2154255319149,55.17918552036199,39.75885167464114,132.6762909494725,107.41253896778665,108.83459545635712,105.0603953147877,124.2113606340819,125.10069713400466,78.93744105627162,88.62488007675088,82.59937565036421,53.00751879699249,132.04265578635014,84.21878862793571,75.41932841932842,13.011887072808324,59.29938900203666,50.77292576419214,171.91528545119706,74.53608247422682,79.11750920656176,116.51544837980408,83.83724215880193,92.0934065934066,96.8038277511962,110.1434599156118,52.84371700105598,64.43561819346573,70.79303675048357,102.75357535753577,83.1541450777202,113.99233422767344,69.51422319474835,98.01271860095387,134.01345291479822,73.81800391389433,29.0,71.84575835475577,26.728813559322035,139.23076923076923,83.85455786958006,143.6503156872268,42.91940298507463,121.32545931758531,106.00773860705074,80.81837258102121,97.74402250351618,117.04679376083187,22.0,96.90918860827512,134.86802575107296,98.55323318092748,96.2313341493268,121.63636363636364,107.46029411764708,88.61764705882352,69.39502400698386,158.45814977973572,56.61567877629064,83.18162839248436,70.86902212705209,103.8861047835991,71.0,114.4571549176868,91.20466639377814,24.733812949640285,98.51728344855631,106.8239564428312,93.33559322033898,128.5878192534381,93.0
2023-01-15,95.11091652072388,84.39199395770393,128.75446109921484,91.42932575142162,157.17203267659778,89.37181663837012,88.99341486359361,105.54930934789591,121.86608637428856,96.72009966777408,111.57530864197533,72.91203943954334,71.47842135150482,99.2154255319149,67.17466063348417,41.28803827751196,88.45086063298166,102.8091444405958,107.30171383021124,109.2628111273792,118.56538969616908,138.62509682416731,97.8824269097768,83.83434601854813,76.83662851196671,0.0,117.72477744807122,69.10259579728059,61.610155610155616,14.251114413075785,71.56822810590631,62.31222707423581,151.28545119705342,73.43996361431171,64.64479410780046,116.51544837980408,87.190731845154,78.40384615384616,94.11483253588518,99.55274261603375,52.84371700105598,63.54067905188982,75.51257253384914,106.06820682068208,88.77266839378238,104.74971253353776,61.28227571115973,87.12241653418123,116.87219730941705,58.39334637964775,38.0,72.90231362467865,28.135593220338983,132.26923076923077,77.33253670194605,163.60174842156383,41.26865671641792,111.61942257217848,100.8366294067068,80.81837258102121,107.32676980778248,114.87926054303873,22.0,91.14078452444922,103.74463519313306,91.51371652514696,96.2313341493268,127.795166858458,97.15588235294118,75.48910675381264,81.78699257965955,129.64757709251103,58.88030592734226,77.2400835073069,70.86902212705209,94.44191343963554,79.0,117.873786407767,91.20466639377814,21.985611510791365,90.16836112240748,105.5051421657592,94.53220338983051,123.51198428290766,75.0
2023-01-22,114.5213076474022,102.56873111782478,139.2344753747323,91.42932575142162,169.7457952907256,89.37181663837012,92.22953904045156,108.36395759717315,118.85704720455306,102.69047619047618,84.74074074074073,70.14322781525688,77.33730834752981,101.9714095744681,62.37647058823529,39.75885167464114,106.141032759578,113.55039833737445,108.83459545635712,116.26683748169836,121.38837516512548,131.862896979086,84.19993712668972,79.04381196034538,71.07388137356921,65.7293233082707,124.08827893175074,70.1823238566131,66.92137592137593,28.502228826151565,64.41140529531569,55.38864628820961,175.353591160221,76.728320194057,78.152661533311,121.05501130369254,81.60158236790055,74.67032967032966,102.1818181818182,108.0253164556962,44.03643083421331,89.49391415759129,75.51257253384914,96.12431243124314,94.39119170984456,104.74971253353776,65.85557986870897,114.34817170111286,130.8968609865471,47.37573385518591,35.0,90.8637532133676,30.480225988700564,132.26923076923077,87.58142710822807,145.6454589606605,42.09402985074627,143.97287839020123,100.8366294067068,82.71998134763348,109.24331926863572,130.05199306759098,23.0,100.37023105857064,134.86802575107296,87.29000653167864,105.45899632802936,127.795166858458,111.8764705882353,82.05337690631808,81.78699257965955,144.05286343612337,58.88030592734226,71.29853862212944,57.78551034975017,94.44191343963554,76.0,105.91557619248628,86.4044207941056,24.733812949640285,95.1777145180968,108.1427707199032,105.30169491525425,126.8958742632613,76.0
2023-01-29,112.5802685347344,79.19864048338368,131.74875089221982,97.23436230706744,157.17203267659778,84.26485568760611,95.46566321730953,111.17860584645038,127.88416471375962,105.078626799557,81.91604938271605,68.29735339906591,74.99375354911982,104.72739361702128,67.17466063348417,39.75885167464114,99.06496390893946,104.34360928299272,105.76883220406536,119.06844802342604,121.38837516512548,121.719597211464,89.46243319710783,91.02014710585226,76.83662851196671,79.51127819548874,127.2700296735905,70.1823238566131,87.1040131040131,13.011887072808324,60.32179226069247,61.15829694323144,161.60036832412524,76.728320194057,87.80113826581854,124.08138658628484,80.48375247244985,98.31593406593409,94.11483253588518,110.1434599156118,56.61826821541712,65.33055733504165,74.33268858800774,116.01210121012102,94.39119170984456,110.9114603296282,75.00218818380743,103.4578696343402,130.8968609865471,61.6986301369863,35.0,73.95886889460154,30.01129943502825,146.1923076923077,70.81051553431206,149.63574550752793,41.26865671641792,132.6491688538933,103.42218400687877,68.4579155980415,109.24331926863572,121.38186019641826,21.0,99.21655024180548,105.47371244635194,97.1453298497714,101.50428396572828,124.7157652474108,108.93235294117648,62.36056644880174,74.35181143605413,172.86343612334804,61.14493307839388,71.29853862212944,68.68843683083512,94.44191343963554,73.0,126.41536513296752,91.20466639377814,27.482014388489205,96.84749898332656,120.01209921355112,106.49830508474577,121.82003929273084,75.0
2023-02-05,110.63922942206656,75.30362537764351,122.76588151320485,85.6242891957758,150.88515136953387,86.81833616298812,90.61147695202258,118.21522646964344,126.37964512889184,93.1378737541528,84.74074074074073,69.2202906071614,73.82197614991482,104.72739361702128,69.57375565610859,41.28803827751196,102.60299833425871,105.87807412538967,111.90035870864888,109.2628111273792,117.15389696169088,128.48179705654533,90.51493241119144,81.43907898944676,72.99479708636837,78.45112781954889,122.49740356083086,75.58096415327564,69.04586404586405,14.870728083209514,63.38900203665988,62.31222707423581,171.91528545119706,74.53608247422682,80.08235687981251,125.594574227581,83.83724215880193,68.4478021978022,92.77033492822969,108.0253164556962,44.03643083421331,63.54067905188982,58.99419729206964,86.18041804180419,101.13341968911917,101.66883863549252,64.94091903719912,70.78696343402224,127.78026905829596,56.18982387475538,37.0,73.95886889460154,28.6045197740113,132.26923076923077,74.53738477296005,155.62117532782904,47.04626865671642,124.5608048993876,103.42218400687877,78.91676381440895,109.24331926863572,121.38186019641826,23.0,98.0628694250403,115.84817596566523,91.51371652514696,97.54957160342715,143.1921749136939,111.8764705882353,74.39506172839506,75.5910082933217,158.45814977973572,61.14493307839388,73.27905358385526,61.05638829407565,94.44191343963554,73.0,141.79020683832843,89.60458452722062,24.733812949640285,83.4892232614884,106.8239564428312,98.12203389830508,125.20392927308448,75.0
2023-02-12,98.99299474605954,80.49697885196375,131.74875089221982,107.39317627944762,159.2676597789524,91.92529711375212,88.99341486359361,108.36395759717315,124.87512554402409,100.30232558139534,86.15308641975308,71.06616502335237,79.68086314593981,110.23936170212768,74.37194570135746,42.81722488038277,122.0621876735147,113.55039833737445,113.43324033479476,107.86200585651537,128.4458388375165,135.24399690162664,90.51493241119144,86.22961304764951,76.83662851196671,69.96992481203009,124.08827893175074,80.97960444993818,75.41932841932842,13.631500742942054,75.65784114052953,68.08187772925764,165.03867403314916,77.82443905397211,70.43388014730498,125.594574227581,83.83724215880193,67.2032967032967,96.8038277511962,108.0253164556962,49.06916578669484,68.01537475976939,71.97292069632496,79.55115511551156,97.76230569948189,113.99233422767344,68.5995623632385,87.12241653418123,137.13004484304935,61.6986301369863,32.0,72.90231362467865,36.57627118644068,153.15384615384616,84.78627517924207,151.6308887809616,39.6179104477612,132.6491688538933,100.8366294067068,77.01515504779668,130.3253633380216,121.38186019641826,25.0,102.67759269210102,122.76448497854078,109.81645983017636,110.73194614443084,137.03337169159954,114.82058823529412,70.01888162672476,83.02618943692711,129.64757709251103,62.2772466539197,73.27905358385526,57.78551034975017,122.7744874715262,78.0,136.6652596032081,92.80474826033564,24.733812949640285,85.15900772671817,102.86751361161524,98.12203389830508,140.43143418467585,75.0
2023-02-19,110.63922942206656,76.60196374622356,134.74304068522483,105.94191714053616,188.60643921191732,81.71137521222411,92.22953904045156,119.62255059428205,115.84800803481754,101.49640088593576,91.80246913580248,74.75791385573432,85.53975014196479,101.9714095744681,74.37194570135746,45.8755980861244,90.21987784564128,112.0159334949775,111.90035870864888,107.86200585651537,135.5033025099075,147.077846630519,98.93492612386042,81.43907898944676,72.99479708636837,0.0,128.8609050445104,74.50123609394313,76.48157248157248,15.180534918276376,72.59063136456211,66.92794759825327,168.4769797421731,77.82443905397211,85.87144291931703,119.54182366239638,84.95507205425262,87.11538461538461,123.69377990430624,101.67088607594935,65.42555438225978,71.59513132607303,82.59187620889749,89.4950495049505,96.63860103626943,117.07320812571866,77.74617067833698,87.12241653418123,146.4798206278027,68.30919765166341,34.0,82.41131105398456,28.6045197740113,125.3076923076923,79.19597132127006,185.54832442933463,45.3955223880597,113.23709536307962,90.49441100601892,80.81837258102121,111.159868729489,121.38186019641826,24.0,104.98495432563138,134.86802575107296,104.18484650555192,106.77723378212974,138.57307249712312,105.98823529411766,97.37000726216412,81.78699257965955,158.45814977973572,54.35105162523901,75.25956854558109,57.78551034975017,103.8861047835991,80.0,158.87336428872942,94.40483012689316,24.733812949640285,100.1870679137861,109.4615849969752,92.13898305084746,138.739489194499,73.0
2023-02-26,104.81611208406304,74.00528700906345,134.74304068522483,113.19821283509344,163.4589139836617,71.4974533106961,93.84760112888053,101.3273369739801,120.3615667894208,102.69047619047618,77.67901234567901,71.06616502335237,98.42930153321976,101.9714095744681,62.37647058823529,47.40478468899521,107.91004997223764,104.34360928299272,105.76883220406536,105.0603953147877,110.09643328929988,133.5534469403563,94.72492926752594,82.63671250399744,76.83662851196671,0.0,116.13390207715132,72.34177997527811,73.2948402948403,14.560921248142648,79.74745417515275,68.08187772925764,158.1620626151013,73.43996361431171,78.152661533311,127.10776186887716,86.07290194970332,89.6043956043956,115.62679425837322,105.90717299578058,55.36008447729674,68.01537475976939,71.97292069632496,106.06820682068208,89.89637305699482,110.9114603296282,73.17286652078775,76.23211446740858,141.80493273542604,51.782778864970645,44.0,83.46786632390744,34.70056497175141,111.3846153846154,77.33253670194605,149.63574550752793,50.34776119402985,108.38407699037622,72.39552880481514,77.96595943110282,97.74402250351618,164.73252455228192,24.0,107.29231595916174,114.11909871244636,98.55323318092748,100.18604651162792,129.33486766398158,117.76470588235296,109.40450254175744,78.06940200785684,158.45814977973572,55.48336520076482,73.27905358385526,64.32726623840114,113.33029612756266,75.0,152.04010130856904,92.80474826033564,24.733812949640285,88.49857665717771,106.8239564428312,89.7457627118644,135.3555992141454,77.0
2023-03-05,83.46468184471686,68.8119335347432,131.74875089221982,100.13688058489032,173.93704949543488,74.0509337860781,87.37535277516463,112.585929971089,112.838968865082,107.46677740863784,80.5037037037037,81.2184743124027,69.13486655309482,101.9714095744681,62.37647058823529,42.81722488038277,102.60299833425871,96.67128507100796,99.63730569948189,105.0603953147877,112.91941875825628,125.10069713400466,82.09493869852248,82.63671250399744,71.07388137356921,71.03007518796994,117.72477744807122,72.34177997527811,64.7968877968878,12.08246656760773,62.36659877800408,58.85043668122271,161.60036832412524,72.34384475439661,79.11750920656176,121.05501130369254,77.13026278609777,70.93681318681318,103.5263157894737,101.67088607594935,39.003695881731794,66.22549647661755,81.4119922630561,76.23652365236525,92.14378238341968,115.53277117669604,75.00218818380743,103.4578696343402,124.66367713004486,48.477495107632095,38.0,91.92030848329048,28.6045197740113,111.3846153846154,77.33253670194605,143.6503156872268,49.52238805970149,106.76640419947508,72.39552880481514,82.71998134763348,107.32676980778248,216.75332177931836,23.0,107.29231595916174,110.6609442060086,91.51371652514696,98.86780905752754,120.09666283084005,110.40441176470588,78.77124183006536,73.11261457878656,129.64757709251103,56.61567877629064,75.25956854558109,53.4243397573162,113.33029612756266,74.0,131.5403123680878,89.60458452722062,21.985611510791365,93.50793005286702,102.86751361161524,86.15593220338982,130.27976424361492,65.0
