,Arts___Entertainment,Beauty___Fitness,Books___Literature,Entertainment_Industry,Games,Hobbies___Leisure,Cleaning_Supplies___Services,Laundry,Astrology___Divination,Pets___Animals,Libraries___Museums,Entertainment_Media,Gifts___Special_Event_Items,Photo___Video_Services,Ticket_Sales,Sports
2021-02-07,57.2475899365154,55.32588774341351,65.89702760084927,35.09100000000001,67.28230337078651,49.17668825161886,100.5103909827404,83.02738046587659,54.91623578076526,94.13304843304844,54.31338028169015,80.1212646167172,67.30586011342156,75.94535743631883,18.12244897959184,28.131524008350727
2021-02-14,60.71714084175876,59.14146620847652,64.88322717622081,32.584500000000006,70.95224719101124,48.15217391304347,87.76963719619583,77.09685328974254,57.20441227163048,97.80056980056982,50.69248826291081,81.72368990905154,62.49829867674859,75.94535743631883,36.24489795918368,24.112734864300624
2021-02-21,60.71714084175876,55.32588774341351,65.89702760084927,30.91350000000001,68.50561797752809,44.054116558741896,93.43219443466008,54.85737637923989,57.20441227163048,99.02307692307694,51.89945226917059,73.71156344737983,54.0850661625709,69.48192276088744,27.18367346938776,20.09394572025052
2021-02-28,58.11497766282625,59.14146620847652,68.93842887473461,35.926500000000004,70.95224719101124,42.00508788159111,94.84783374427614,75.61422149570903,53.77214753533265,96.5780626780627,51.89945226917059,67.30186227804245,55.28695652173914,72.71364009860314,27.18367346938776,30.8107167710508
2021-03-07,56.380202210204565,57.233676975945016,62.85562632696392,34.255500000000005,69.72893258426966,43.0296022201665,92.01655512504402,74.13158970167552,54.91623578076526,88.02051282051283,60.34820031298905,73.71156344737983,57.69073724007562,92.1039441248973,27.18367346938776,36.16910229645094
2021-03-14,58.11497766282625,57.233676975945016,64.88322717622081,52.636500000000005,68.50561797752809,44.054116558741896,84.93835857696371,75.61422149570903,54.91623578076526,92.91054131054132,47.07159624413146,70.50671286271114,55.28695652173914,75.94535743631883,18.12244897959184,33.48990953375087
2021-03-21,58.11497766282625,53.41809851088201,62.85562632696392,35.09100000000001,67.28230337078651,45.07863089731729,89.18527650581188,87.47527584797712,53.77214753533265,94.13304843304844,60.34820031298905,73.71156344737983,55.28695652173914,74.32949876746098,36.24489795918368,42.86708420320111
2021-03-28,59.849753115447925,64.86483390607101,65.89702760084927,31.74900000000001,70.95224719101124,49.17668825161886,99.09475167312432,93.40580302411117,58.34850051706309,99.02307692307694,61.55516431924883,83.32611520138589,55.28695652173914,77.56121610517667,45.30612244897959,42.86708420320111
2021-04-04,53.77803903127205,70.58820160366551,56.77282377919321,29.242500000000003,70.95224719101124,43.0296022201665,76.44452271926734,80.06211687780957,54.91623578076526,79.46296296296298,51.89945226917059,67.30186227804245,55.28695652173914,72.71364009860314,45.30612244897959,22.77313848295059
2021-04-11,55.51281448389373,76.31156930126002,49.67622080679406,30.078000000000003,58.71910112359551,44.054116558741896,73.61324410003522,75.61422149570903,52.62805928990004,81.90797720797723,42.24374021909234,68.9042875703768,73.31531190926277,59.78677074774035,45.30612244897959,24.112734864300624
2021-04-18,55.51281448389373,99.20504009163804,59.814225053078566,31.74900000000001,70.95224719101124,42.00508788159111,101.92603029235644,97.85369840621168,54.91623578076526,92.91054131054132,63.9690923317684,75.31398873971418,51.68128544423441,95.335661462613,27.18367346938776,45.54627696590118
2021-04-25,61.5845285680696,103.02061855670102,66.91082802547771,46.78800000000001,79.51544943820224,46.10314523589268,87.76963719619583,88.95790764201064,56.06032402619787,101.46809116809118,48.27856025039125,78.51883932438285,54.0850661625709,84.02465078060806,27.18367346938776,49.56506610995128
2021-05-02,69.39101810486716,74.40378006872852,69.95222929936307,34.255500000000005,81.96207865168539,47.12765957446808,110.4198661500528,72.64895790764201,54.91623578076526,103.91310541310544,51.89945226917059,83.32611520138589,64.90207939508508,93.71980279375516,18.12244897959184,28.131524008350727
2021-05-09,66.78885492593464,66.77262313860251,75.02123142250531,35.926500000000004,77.0688202247191,58.3973172987974,107.58858753082067,69.683694319575,59.4925887624957,108.80313390313393,56.72730829420971,91.33824166305762,75.71909262759925,100.18323746918654,18.12244897959184,14.73556019485038
2021-05-16,71.12579355748883,61.049255441008015,71.97983014861997,35.926500000000004,70.95224719101124,45.07863089731729,111.83550545966888,87.47527584797712,56.06032402619787,117.36068376068376,59.14123630672927,115.37462104807275,62.49829867674859,82.40879211175022,18.12244897959184,14.73556019485038
2021-05-23,70.258405831178,57.233676975945016,71.97983014861997,37.5975,64.83567415730337,40.98057354301572,109.00422684043676,88.95790764201064,52.62805928990004,95.35555555555555,54.31338028169015,112.16977046340408,74.51720226843102,82.40879211175022,18.12244897959184,34.8295059151009
2021-05-30,71.99318128379967,62.95704467353952,78.06263269639066,37.5975,70.95224719101124,42.00508788159111,116.08242338851709,56.34000817327341,53.77214753533265,111.24814814814816,55.52034428794993,115.37462104807275,64.90207939508508,93.71980279375516,36.24489795918368,18.75434933890049
2021-06-06,71.12579355748883,61.049255441008015,81.10403397027602,37.5975,69.72893258426966,43.0296022201665,121.74498062698132,83.02738046587659,52.62805928990004,113.6931623931624,72.41784037558686,113.77219575573842,66.10396975425331,96.95152013147084,27.18367346938776,22.77313848295059
2021-06-13,70.258405831178,62.95704467353952,79.07643312101912,40.104000000000006,70.95224719101124,46.10314523589268,121.74498062698132,60.78790355537393,58.34850051706309,117.36068376068376,60.34820031298905,112.16977046340408,75.71909262759925,90.48808545603946,27.18367346938776,24.112734864300624
2021-06-20,70.258405831178,64.86483390607101,77.04883227176222,35.09100000000001,72.1755617977528,50.20120259019426,109.00422684043676,84.5100122599101,57.20441227163048,116.13817663817666,68.79694835680752,100.95279341706367,91.3436672967864,93.71980279375516,27.18367346938776,48.22546972860125
2021-06-27,67.65624265224548,62.95704467353952,78.06263269639066,37.5975,86.85533707865169,49.17668825161886,107.58858753082067,85.99264405394361,57.20441227163048,113.6931623931624,61.55516431924883,92.94066695539196,72.11342155009453,98.56737880032868,36.24489795918368,49.56506610995128
2021-07-04,70.258405831178,64.86483390607101,76.03503184713377,38.43300000000001,84.40870786516854,47.12765957446808,109.00422684043676,90.44053943604416,64.06894174422614,114.91566951566952,62.76212832550861,102.55521870939802,72.11342155009453,87.25636811832376,27.18367346938776,33.48990953375087
2021-07-11,66.78885492593464,66.77262313860251,72.99363057324841,37.5975,81.96207865168539,50.20120259019426,97.67911236350828,85.99264405394361,61.78076525336092,117.36068376068376,67.58998435054774,92.94066695539196,66.10396975425331,82.40879211175022,27.18367346938776,28.131524008350727
2021-07-18,68.52363037855632,74.40378006872852,69.95222929936307,32.584500000000006,88.07865168539325,56.34828862164662,106.17294822120463,90.44053943604416,61.78076525336092,122.25071225071228,59.14123630672927,99.35036812472931,72.11342155009453,88.8722267871816,27.18367346938776,44.20668058455114
2021-07-25,64.18669174700213,64.86483390607101,68.93842887473461,32.584500000000006,81.96207865168539,49.17668825161886,99.09475167312432,81.54474867184308,57.20441227163048,107.5806267806268,53.10641627543037,84.92854049372023,60.094517958412105,69.48192276088744,18.12244897959184,45.54627696590118
2021-08-01,63.31930402069128,61.049255441008015,67.92462845010617,33.42,78.29213483146067,47.12765957446808,100.5103909827404,81.54474867184308,59.4925887624957,105.13561253561257,61.55516431924883,91.33824166305762,66.10396975425331,85.64050944946591,27.18367346938776,36.16910229645094
2021-08-08,65.9214671996238,59.14146620847652,68.93842887473461,38.43300000000001,80.73876404494382,47.12765957446808,113.25114476928492,90.44053943604416,56.06032402619787,111.24814814814816,50.69248826291081,96.14551754006064,58.892627599243866,80.79293344289236,18.12244897959184,32.150313152400834
2021-08-15,69.39101810486716,61.049255441008015,63.86942675159237,35.09100000000001,81.96207865168539,45.07863089731729,117.49806269813313,96.37106661217818,54.91623578076526,111.24814814814816,56.72730829420971,99.35036812472931,60.094517958412105,82.40879211175022,27.18367346938776,28.131524008350727
2021-08-22,69.39101810486716,57.233676975945016,71.97983014861997,35.926500000000004,66.05898876404494,42.00508788159111,96.2634730538922,87.47527584797712,56.06032402619787,111.24814814814816,51.89945226917059,97.74794283239498,60.094517958412105,92.1039441248973,18.12244897959184,32.150313152400834
2021-08-29,69.39101810486716,59.14146620847652,77.04883227176222,33.42,70.95224719101124,42.00508788159111,100.5103909827404,88.95790764201064,60.63667700792831,112.47065527065529,57.93427230046949,141.01342572542228,68.5077504725898,84.02465078060806,18.12244897959184,44.20668058455114
2021-09-05,71.99318128379967,62.95704467353952,76.03503184713377,35.09100000000001,67.28230337078651,44.054116558741896,97.67911236350828,83.02738046587659,54.91623578076526,113.6931623931624,62.76212832550861,104.15764400173236,74.51720226843102,92.1039441248973,9.06122448979592,46.88587334725121
2021-09-12,70.258405831178,66.77262313860251,80.09023354564756,37.5975,78.29213483146067,44.054116558741896,125.9918985558295,114.16264814058032,58.34850051706309,118.5831908831909,120.6964006259781,100.95279341706367,68.5077504725898,90.48808545603946,27.18367346938776,29.47112038970076
2021-09-19,70.258405831178,106.83619702176402,71.97983014861997,35.09100000000001,73.39887640449437,45.07863089731729,107.58858753082067,103.78422558234574,57.20441227163048,116.13817663817666,63.9690923317684,94.54309224772628,66.10396975425331,100.18323746918654,18.12244897959184,34.8295059151009
2021-09-26,65.05407947331297,122.09851088201604,75.02123142250531,34.255500000000005,78.29213483146067,49.17668825161886,116.08242338851709,94.88843481814467,56.06032402619787,110.02564102564104,60.34820031298905,94.54309224772628,64.90207939508508,109.87838948233362,18.12244897959184,34.8295059151009
2021-10-03,64.18669174700213,131.63745704467354,71.97983014861997,33.42,91.74859550561796,58.3973172987974,121.74498062698132,90.44053943604416,57.20441227163048,111.24814814814816,67.58998435054774,96.14551754006064,90.14177693761816,98.56737880032868,18.12244897959184,37.50869867780097
2021-10-10,68.52363037855632,104.92840778923252,64.88322717622081,33.42,91.74859550561796,47.12765957446808,89.18527650581188,81.54474867184308,61.78076525336092,110.02564102564104,59.14123630672927,88.13339107838893,62.49829867674859,95.335661462613,27.18367346938776,37.50869867780097
2021-10-17,65.05407947331297,61.049255441008015,59.814225053078566,30.078000000000003,74.62219101123596,44.054116558741896,93.43219443466008,68.20106252554149,56.06032402619787,106.35811965811968,63.9690923317684,89.73581637072327,60.094517958412105,79.17707477403452,27.18367346938776,60.28183716075156
2021-10-24,62.451916294380446,62.95704467353952,66.91082802547771,32.584500000000006,75.84550561797752,45.07863089731729,107.58858753082067,90.44053943604416,54.91623578076526,103.91310541310544,66.38302034428796,92.94066695539196,60.094517958412105,96.95152013147084,45.30612244897959,88.41336116910229
2021-10-31,65.05407947331297,64.86483390607101,61.841825902335465,35.926500000000004,78.29213483146067,48.15217391304347,100.5103909827404,75.61422149570903,56.06032402619787,102.6905982905983,77.24569640062599,134.6037245560849,72.11342155009453,98.56737880032868,90.6122448979592,84.39457202505218
2021-11-07,65.05407947331297,64.86483390607101,63.86942675159237,33.42,77.0688202247191,47.12765957446808,104.75730891158857,126.0237024928484,57.20441227163048,100.24558404558404,68.79694835680752,100.95279341706367,57.69073724007562,98.56737880032868,45.30612244897959,44.20668058455114
2021-11-14,62.451916294380446,62.95704467353952,65.89702760084927,32.584500000000006,73.39887640449437,44.054116558741896,116.08242338851709,112.6800163465468,59.4925887624957,95.35555555555555,66.38302034428796,88.13339107838893,58.892627599243866,72.71364009860314,27.18367346938776,26.791927627000693
2021-11-21,58.98236538913709,61.049255441008015,64.88322717622081,38.43300000000001,74.62219101123596,44.054116558741896,116.08242338851709,94.88843481814467,57.20441227163048,91.6880341880342,67.58998435054774,88.13339107838893,57.69073724007562,85.64050944946591,63.42857142857143,42.86708420320111
2021-11-28,58.98236538913709,61.049255441008015,63.86942675159237,35.09100000000001,74.62219101123596,47.12765957446808,107.58858753082067,94.88843481814467,53.77214753533265,89.24301994301996,65.17605633802818,89.73581637072327,61.29640831758035,87.25636811832376,54.36734693877551,45.54627696590118
2021-12-05,63.31930402069128,74.40378006872852,61.841825902335465,32.584500000000006,74.62219101123596,52.25023126734504,107.58858753082067,102.30159378831225,54.91623578076526,92.91054131054132,68.79694835680752,86.53096578605458,62.49829867674859,72.71364009860314,72.48979591836735,26.791927627000693
2021-12-12,64.18669174700213,68.68041237113401,62.85562632696392,32.584500000000006,77.0688202247191,53.27474560592044,104.75730891158857,99.3363302002452,60.63667700792831,89.24301994301996,73.62480438184664,94.54309224772628,61.29640831758035,79.17707477403452,99.6734693877551,26.791927627000693
2021-12-19,67.65624265224548,68.68041237113401,63.86942675159237,34.255500000000005,80.73876404494382,74.78954671600368,103.34166960197253,102.30159378831225,58.34850051706309,90.46552706552708,73.62480438184664,100.95279341706367,68.5077504725898,75.94535743631883,99.6734693877551,22.77313848295059
2021-12-26,71.12579355748883,68.68041237113401,68.93842887473461,35.09100000000001,90.5252808988764,95.27983348751155,107.58858753082067,81.54474867184308,73.22164770768701,96.5780626780627,89.3153364632238,112.16977046340408,72.11342155009453,90.48808545603946,72.48979591836735,25.452331245650655
2022-01-02,76.33011991535388,76.31156930126002,93.26963906581742,40.104000000000006,105.20505617977528,59.42183163737279,128.82317717506163,112.6800163465468,77.79800068941745,113.6931623931624,92.93622848200314,118.57947163274146,69.70964083175805,119.5735414954807,63.42857142857143,25.452331245650655
2022-01-09,71.12579355748883,76.31156930126002,84.14543524416136,37.5975,96.64185393258428,55.32377428307122,117.49806269813313,99.3363302002452,73.22164770768701,111.24814814814816,94.14319248826293,131.3988739714162,67.30586011342156,116.341824157765,63.42857142857143,25.452331245650655
2022-01-16,65.05407947331297,68.68041237113401,78.06263269639066,32.584500000000006,89.30196629213484,47.12765957446808,111.83550545966888,99.3363302002452,69.78938297138919,97.80056980056982,80.86658841940533,96.14551754006064,62.49829867674859,88.8722267871816,54.36734693877551,34.8295059151009
2022-01-23,70.258405831178,76.31156930126002,91.24203821656052,38.43300000000001,97.86516853932584,53.27474560592044,127.40753786544556,105.26685737637924,75.50982419855224,108.80313390313393,89.3153364632238,112.16977046340408,68.5077504725898,108.26253081347578,36.24489795918368,26.791927627000693
2022-01-30,73.72795673642136,72.49599083619702,88.20063694267517,39.2685,97.86516853932584,52.25023126734504,106.17294822120463,97.85369840621168,77.79800068941745,108.80313390313393,94.14319248826293,118.57947163274146,69.70964083175805,130.88455217748563,63.42857142857143,22.77313848295059
2022-02-06,71.99318128379967,76.31156930126002,87.18683651804672,42.61050000000001,102.75842696629212,56.34828862164662,101.92603029235644,94.88843481814467,76.65391244398484,111.24814814814816,94.14319248826293,115.37462104807275,69.70964083175805,113.11010682004932,54.36734693877551,29.47112038970076
2022-02-13,78.93228309428639,82.03493699885452,96.31104033970276,40.104000000000006,103.9817415730337,63.51988899167437,113.25114476928492,105.26685737637924,76.65391244398484,117.36068376068376,111.04068857589986,126.5915980944132,66.10396975425331,121.18940016433856,72.48979591836735,40.18789144050104
2022-02-20,74.5953444627322,80.12714776632302,92.25583864118896,38.43300000000001,101.53511235955057,56.34828862164662,123.16061993659736,115.64527993461382,76.65391244398484,118.5831908831909,105.00586854460096,131.3988739714162,57.69073724007562,108.26253081347578,144.9795918367347,38.848295059151006
2022-02-27,84.13660945215143,80.12714776632302,90.22823779193207,39.2685,102.75842696629212,56.34828862164662,99.09475167312432,90.44053943604416,86.95070665287832,112.47065527065529,97.76408450704228,120.1818969250758,63.70018903591684,119.5735414954807,81.55102040816327,36.16910229645094
2022-03-06,72.86056901011052,78.21935853379152,91.24203821656052,36.76200000000001,99.08848314606742,54.29925994449583,113.25114476928492,105.26685737637924,77.79800068941745,110.02564102564104,95.35015649452272,116.97704634040711,64.90207939508508,113.11010682004932,90.6122448979592,33.48990953375087
2022-03-13,73.72795673642136,78.21935853379152,86.17303609341826,37.5975,97.86516853932584,53.27474560592044,113.25114476928492,115.64527993461382,76.65391244398484,110.02564102564104,100.17801251956185,112.16977046340408,58.892627599243866,116.341824157765,72.48979591836735,29.47112038970076
2022-03-20,73.72795673642136,83.94272623138602,88.20063694267517,38.43300000000001,95.41853932584269,51.22571692876965,94.84783374427614,108.23212096444628,74.36573595311962,99.02307692307694,89.3153364632238,110.56734517106976,57.69073724007562,126.0369761709121,108.73469387755102,26.791927627000693
2022-03-27,66.78885492593464,127.82187857961053,80.09023354564756,59.32050000000001,89.30196629213484,46.10314523589268,83.52271926734764,91.92317123007766,67.50120648052396,84.35299145299146,89.3153364632238,100.95279341706367,51.68128544423441,100.18323746918654,81.55102040816327,44.20668058455114
2022-04-03,77.19750764166471,129.72966781214205,83.13163481953292,68.51100000000001,95.41853932584269,48.15217391304347,87.76963719619583,83.02738046587659,67.50120648052396,92.91054131054132,74.83176838810643,107.36249458640106,54.0850661625709,106.64667214461792,144.9795918367347,38.848295059151006
2022-04-10,76.33011991535388,135.45303550973654,78.06263269639066,45.117,86.85533707865169,57.372802960222,67.95068686157097,93.40580302411117,76.65391244398484,100.24558404558404,66.38302034428796,129.79644867908186,118.98714555765598,82.40879211175022,289.9591836734694,38.848295059151006
2022-04-17,75.46273218904304,146.89977090492553,85.15923566878982,36.76200000000001,92.97191011235957,50.20120259019426,110.4198661500528,94.88843481814467,73.22164770768701,102.6905982905983,86.90140845070424,123.3867475097445,54.0850661625709,121.18940016433856,172.16326530612247,41.52748782185108
2022-04-24,75.46273218904304,160.25429553264604,86.17303609341826,40.104000000000006,97.86516853932584,53.27474560592044,125.9918985558295,106.74948917041276,73.22164770768701,103.91310541310544,82.07355242566511,118.57947163274146,60.094517958412105,126.0369761709121,144.9795918367347,40.18789144050104
2022-05-01,81.53444627321892,179.33218785796103,89.21443736730362,37.5975,99.08848314606742,66.59343200740054,110.4198661500528,109.71475275847978,84.66253016201311,107.5806267806268,120.6964006259781,126.5915980944132,63.70018903591684,127.65283483976994,163.10204081632654,41.52748782185108
2022-05-08,78.06489536797555,156.43871706758304,90.22823779193207,36.76200000000001,94.19522471910112,52.25023126734504,87.76963719619583,97.85369840621168,64.06894174422614,100.24558404558404,97.76408450704228,112.16977046340408,80.52665406427222,105.03081347576008,90.6122448979592,38.848295059151006
2022-05-15,73.72795673642136,152.62313860252004,87.18683651804672,34.255500000000005,94.19522471910112,50.20120259019426,99.09475167312432,90.44053943604416,68.64529472595657,96.5780626780627,82.07355242566511,113.77219575573842,80.52665406427222,116.341824157765,117.79591836734694,61.62143354210159
2022-05-22,78.06489536797555,137.36082474226802,94.28343949044589,35.926500000000004,96.64185393258428,54.29925994449583,111.83550545966888,103.78422558234574,67.50120648052396,103.91310541310544,105.00586854460096,116.97704634040711,64.90207939508508,135.73212818405918,117.79591836734694,64.30062630480167
2022-05-29,78.93228309428639,99.20504009163804,98.33864118895968,34.255500000000005,99.08848314606742,54.29925994449583,111.83550545966888,123.05843890478135,70.93347121682179,111.24814814814816,91.72926447574336,124.98917280207884,66.10396975425331,135.73212818405918,308.0816326530612,32.150313152400834
2022-06-05,78.06489536797555,74.40378006872852,89.21443736730362,40.93950000000001,89.30196629213484,51.22571692876965,104.75730891158857,105.26685737637924,64.06894174422614,101.46809116809118,88.10837245696402,113.77219575573842,61.29640831758035,134.11626951520134,326.2040816326531,42.86708420320111
2022-06-12,71.99318128379967,76.31156930126002,87.18683651804672,35.09100000000001,92.97191011235957,51.22571692876965,103.34166960197253,96.37106661217818,73.22164770768701,102.6905982905983,79.65962441314555,120.1818969250758,69.70964083175805,126.0369761709121,217.46938775510205,52.24425887265135
2022-06-19,74.5953444627322,80.12714776632302,95.29723991507431,40.93950000000001,99.08848314606742,55.32377428307122,96.2634730538922,91.92317123007766,75.50982419855224,112.47065527065529,89.3153364632238,126.5915980944132,78.12287334593574,138.96384552177489,244.65306122448985,58.94224077940152
2022-06-26,77.19750764166471,76.31156930126002,99.35244161358813,33.42,101.53511235955057,55.32377428307122,107.58858753082067,84.5100122599101,68.64529472595657,105.13561253561257,85.69444444444446,126.5915980944132,60.094517958412105,119.5735414954807,117.79591836734694,45.54627696590118
2022-07-03,85.00399717846227,85.85051546391752,89.21443736730362,37.5975,103.9817415730337,62.49537465309897,96.2634730538922,83.02738046587659,68.64529472595657,107.5806267806268,94.14319248826293,133.00129926375055,60.094517958412105,127.65283483976994,90.6122448979592,52.24425887265135
2022-07-10,83.2692217258406,85.85051546391752,94.28343949044589,40.104000000000006,99.08848314606742,54.29925994449583,84.93835857696371,78.57948508377606,67.50120648052396,110.02564102564104,84.48748043818468,126.5915980944132,58.892627599243866,124.42111750205424,99.6734693877551,57.60264439805149
2022-07-17,78.93228309428639,83.94272623138602,98.33864118895968,38.43300000000001,106.42837078651684,55.32377428307122,99.09475167312432,88.95790764201064,72.0775594622544,111.24814814814816,91.72926447574336,129.79644867908186,62.49829867674859,137.34798685291702,81.55102040816327,64.30062630480167
2022-07-24,75.46273218904304,80.12714776632302,91.24203821656052,36.76200000000001,94.19522471910112,52.25023126734504,87.76963719619583,93.40580302411117,74.36573595311962,107.5806267806268,86.90140845070424,116.97704634040711,62.49829867674859,121.18940016433856,90.6122448979592,64.30062630480167
2022-07-31,80.66705854690807,80.12714776632302,94.28343949044589,40.93950000000001,106.42837078651684,52.25023126734504,114.666784078901,114.16264814058032,73.22164770768701,113.6931623931624,89.3153364632238,133.00129926375055,66.10396975425331,124.42111750205424,72.48979591836735,30.8107167710508
2022-08-07,71.99318128379967,82.03493699885452,93.26963906581742,41.775000000000006,99.08848314606742,57.372802960222,103.34166960197253,112.6800163465468,72.0775594622544,119.80569800569802,100.17801251956185,129.79644867908186,64.90207939508508,124.42111750205424,117.79591836734694,25.452331245650655
2022-08-14,70.258405831178,78.21935853379152,94.28343949044589,39.2685,95.41853932584269,55.32377428307122,110.4198661500528,109.71475275847978,72.0775594622544,110.02564102564104,105.00586854460096,118.57947163274146,63.70018903591684,132.50041084634347,135.9183673469388,26.791927627000693
2022-08-21,77.19750764166471,78.21935853379152,95.29723991507431,36.76200000000001,94.19522471910112,52.25023126734504,110.4198661500528,94.88843481814467,68.64529472595657,108.80313390313393,90.52230046948358,121.78432221741016,62.49829867674859,143.8114215283484,126.85714285714286,32.150313152400834
2022-08-28,72.86056901011052,78.21935853379152,96.31104033970276,36.76200000000001,92.97191011235957,51.22571692876965,103.34166960197253,114.16264814058032,70.93347121682179,101.46809116809118,83.2805164319249,121.78432221741016,64.90207939508508,122.8052588331964,135.9183673469388,62.961029923451626
2022-09-04,73.72795673642136,72.49599083619702,91.24203821656052,31.74900000000001,94.19522471910112,52.25023126734504,110.4198661500528,97.85369840621168,67.50120648052396,108.80313390313393,91.72926447574336,108.9649198787354,69.70964083175805,134.11626951520134,108.73469387755102,76.35699373695198
2022-09-11,70.258405831178,72.49599083619702,87.18683651804672,33.42,94.19522471910112,50.20120259019426,99.09475167312432,97.85369840621168,70.93347121682179,97.80056980056982,92.93622848200314,107.36249458640106,60.094517958412105,135.73212818405918,117.79591836734694,45.54627696590118
2022-09-18,72.86056901011052,70.58820160366551,101.38004246284504,35.926500000000004,96.64185393258428,49.17668825161886,141.5639309616062,111.19738455251328,70.93347121682179,97.80056980056982,94.14319248826293,108.9649198787354,66.10396975425331,129.2686935086278,135.9183673469388,34.8295059151009
2022-09-25,71.12579355748883,72.49599083619702,93.26963906581742,36.76200000000001,92.97191011235957,56.34828862164662,125.9918985558295,91.92317123007766,67.50120648052396,96.5780626780627,98.97104851330204,110.56734517106976,68.5077504725898,129.2686935086278,280.8979591836735,34.8295059151009
2022-10-02,69.39101810486716,72.49599083619702,97.3248407643312,34.255500000000005,85.6320224719101,64.54440333024976,97.67911236350828,88.95790764201064,70.93347121682179,96.5780626780627,115.86854460093898,116.97704634040711,120.1890359168242,132.50041084634347,208.40816326530611,32.150313152400834
2022-10-09,72.86056901011052,74.40378006872852,99.35244161358813,36.76200000000001,96.64185393258428,51.22571692876965,101.92603029235644,111.19738455251328,73.22164770768701,96.5780626780627,103.79890453834118,116.97704634040711,68.5077504725898,117.95768282662286,163.10204081632654,41.52748782185108
2022-10-16,71.99318128379967,72.49599083619702,97.3248407643312,35.926500000000004,96.64185393258428,52.25023126734504,110.4198661500528,115.64527993461382,65.21302998965875,94.13304843304844,109.83372456964008,116.97704634040711,60.094517958412105,111.49424815119148,181.2244897959184,91.09255393180236
2022-10-23,72.86056901011052,72.49599083619702,93.26963906581742,36.76200000000001,92.97191011235957,53.27474560592044,97.67911236350828,118.61054352268084,66.35711823509135,97.80056980056982,98.97104851330204,107.36249458640106,73.31531190926277,121.18940016433856,154.0408163265306,124.58246346555322
2022-10-30,70.258405831178,74.40378006872852,96.31104033970276,36.76200000000001,95.41853932584269,52.25023126734504,103.34166960197253,115.64527993461382,66.35711823509135,94.13304843304844,108.6267605633803,150.62797747942835,63.70018903591684,126.0369761709121,135.9183673469388,127.26165622825329
2022-11-06,72.86056901011052,72.49599083619702,91.24203821656052,35.926500000000004,95.41853932584269,50.20120259019426,101.92603029235644,96.37106661217818,65.21302998965875,95.35555555555555,114.6615805946792,160.2425292334344,62.49829867674859,132.50041084634347,181.2244897959184,61.62143354210159
2022-11-13,71.99318128379967,78.21935853379152,93.26963906581742,41.775000000000006,96.64185393258428,51.22571692876965,106.17294822120463,120.09317531671437,69.78938297138919,95.35555555555555,96.55712050078247,123.3867475097445,63.70018903591684,117.95768282662286,154.0408163265306,44.20668058455114
2022-11-20,68.52363037855632,72.49599083619702,81.10403397027602,43.446000000000005,108.875,51.22571692876965,104.75730891158857,99.3363302002452,70.93347121682179,92.91054131054132,89.3153364632238,110.56734517106976,62.49829867674859,109.87838948233362,135.9183673469388,65.6402226861517
2022-11-27,68.52363037855632,74.40378006872852,85.15923566878982,36.76200000000001,110.09831460674155,50.20120259019426,101.92603029235644,91.92317123007766,68.64529472595657,88.02051282051283,86.90140845070424,110.56734517106976,55.28695652173914,124.42111750205424,108.73469387755102,70.99860821155184
2022-12-04,71.99318128379967,76.31156930126002,82.11783439490446,36.76200000000001,108.875,56.34828862164662,97.67911236350828,85.99264405394361,67.50120648052396,84.35299145299146,72.41784037558686,118.57947163274146,62.49829867674859,111.49424815119148,108.73469387755102,69.6590118302018
2022-12-11,73.72795673642136,76.31156930126002,87.18683651804672,40.104000000000006,108.875,60.44634597594818,107.58858753082067,118.61054352268084,72.0775594622544,94.13304843304844,88.10837245696402,115.37462104807275,64.90207939508508,124.42111750205424,163.10204081632654,50.90466249130132
2022-12-18,78.93228309428639,82.03493699885452,86.17303609341826,42.61050000000001,110.09831460674155,73.7650323774283,109.00422684043676,108.23212096444628,76.65391244398484,100.24558404558404,84.48748043818468,147.42312689475966,67.30586011342156,117.95768282662286,172.16326530612247,45.54627696590118
2022-12-25,80.66705854690807,83.94272623138602,95.29723991507431,41.775000000000006,111.32162921348316,102.4514338575393,106.17294822120463,115.64527993461382,82.37435367114789,108.80313390313393,89.3153364632238,157.0376786487657,75.71909262759925,111.49424815119148,172.16326530612247,25.452331245650655
2023-01-01,70.258405831178,72.49599083619702,86.17303609341826,42.61050000000001,102.75842696629212,65.56891766882515,103.34166960197253,94.88843481814467,83.5184419165805,105.13561253561257,76.0387323943662,131.3988739714162,69.70964083175805,109.87838948233362,289.9591836734694,46.88587334725121
2023-01-08,67.65624265224548,78.21935853379152,91.24203821656052,45.117,92.97191011235957,54.29925994449583,96.2634730538922,105.26685737637924,78.94208893485006,103.91310541310544,91.72926447574336,121.78432221741016,63.70018903591684,124.42111750205424,326.2040816326531,48.22546972860125
2023-01-15,71.99318128379967,78.21935853379152,83.13163481953292,41.775000000000006,96.64185393258428,51.22571692876965,103.34166960197253,87.47527584797712,84.66253016201311,99.02307692307694,89.3153364632238,112.16977046340408,60.094517958412105,113.11010682004932,226.53061224489795,38.848295059151006
2023-01-22,72.86056901011052,80.12714776632302,81.10403397027602,42.61050000000001,101.53511235955057,52.25023126734504,100.5103909827404,93.40580302411117,78.94208893485006,103.91310541310544,88.10837245696402,142.61585101775665,68.5077504725898,124.42111750205424,199.3469387755102,30.8107167710508
