,Food & Drink
2022-10-02,94.49504420037503
2022-10-09,95.63353870881329
2022-10-16,95.63353870881329
2022-10-23,91.07956067506026
2022-10-30,94.49504420037503
2022-11-06,96.77203321725153
2022-11-13,97.91052772568979
2022-11-20,93.35654969193678
2022-11-27,96.77203321725153
2022-12-04,91.07956067506026
2022-12-11,103.60300026788106
2022-12-18,101.32601125100456
2022-12-25,113.84945084382534
2023-01-01,94.49504420037503
2023-01-08,94.49504420037503
2023-01-15,91.07956067506026
2023-01-22,94.49504420037503
2023-01-29,93.35654969193678
2023-02-05,97.91052772568979
2023-02-12,93.35654969193678
2023-02-19,97.91052772568979
2023-02-26,93.35654969193678
2023-03-05,93.35654969193678
2023-03-12,91.07956067506026
2023-03-19,94.49504420037503
2023-03-26,94.49504420037503
2023-04-02,97.91052772568979
2023-04-09,102.4645057594428
2023-04-16,95.63353870881329
2023-04-23,94.49504420037503
2023-04-30,93.35654969193678
2023-05-07,95.63353870881329
2023-05-14,97.91052772568979
2023-05-21,93.35654969193678
2023-05-28,95.63353870881329
2023-06-04,99.04902223412805
2023-06-11,95.63353870881329
2023-06-18,99.04902223412805
2023-06-25,109.29547281007233
2023-07-02,105.87998928475757
2023-07-09,103.60300026788106
2023-07-16,99.04902223412805
2023-07-23,99.04902223412805
2023-07-30,100.1875167425663
2023-08-06,100.1875167425663
2023-08-13,101.32601125100456
2023-08-20,95.63353870881329
2023-08-27,95.63353870881329
2023-09-03,96.77203321725153
2023-09-10,96.77203321725153
2023-09-17,99.04902223412805
2023-09-24,95.63353870881329
2023-10-01,99.04902223412805
2023-10-08,91.07956067506026
2023-10-15,94.49504420037503
2023-10-22,84.24859362443075
2023-10-29,89.94106616662202
2023-11-05,89.94106616662202
2023-11-12,89.94106616662202
2023-11-19,93.35654969193678
2023-11-26,93.35654969193678
2023-12-03,97.91052772568979
2023-12-10,102.4645057594428
2023-12-17,108.15697830163407
2023-12-24,112.71095633538708
2023-12-31,110.43396731851058
2024-01-07,102.7381246065938
2024-01-14,97.0931727051326
2024-01-21,93.70620156425589
2024-01-28,94.83519194454813
2024-02-04,98.22216308542485
2024-02-11,94.83519194454813
2024-02-18,94.83519194454813
2024-02-25,95.96418232484037
2024-03-03,92.57721118396366
2024-03-10,90.31923042337917
2024-03-17,90.31923042337917
2024-03-24,91.4482208036714
2024-03-31,90.31923042337917
2024-04-07,88.0612496627947
2024-04-14,85.8032689022102
2024-04-21,86.93225928250246
2024-04-28,92.57721118396366
2024-05-05,100.48014384600933
2024-05-12,88.0612496627947
2024-05-19,92.57721118396366
2024-05-26,95.96418232484037
2024-06-02,89.19024004308693
2024-06-09,91.4482208036714
2024-06-16,95.96418232484037
2024-06-23,93.70620156425589
2024-06-30,99.35115346571709
2024-07-07,92.57721118396366
2024-07-14,93.70620156425589
2024-07-21,101.60913422630156
2024-07-28,98.22216308542485
2024-08-04,97.0931727051326
2024-08-11,100.48014384600933
2024-08-18,97.0931727051326
2024-08-25,101.60913422630156
2024-09-01,97.0931727051326
2024-09-08,92.57721118396366
2024-09-15,92.57721118396366
2024-09-22,86.93225928250246
2024-09-29,86.93225928250246
2024-10-06,85.8032689022102
2024-10-13,85.8032689022102
2024-10-20,94.83519194454813
2024-10-27,84.67427852191797
2024-11-03,82.4162977613335
2024-11-10,85.8032689022102
2024-11-17,88.0612496627947
2024-11-24,84.67427852191797
2024-12-01,89.19024004308693
2024-12-08,88.0612496627947
2024-12-15,90.31923042337917
2024-12-22,101.60913422630156
2024-12-29,99.35115346571709
2025-01-05,86.93225928250246
2025-01-12,82.4162977613335
2025-01-19,83.54528814162573
2025-01-26,84.67427852191797
2025-02-02,85.8032689022102
2025-02-09,83.54528814162573
2025-02-16,83.54528814162573
2025-02-23,86.93225928250246
2025-03-02,81.28730738104126
2025-03-09,80.15831700074901
2025-03-16,86.93225928250246
2025-03-23,81.28730738104126
2025-03-30,85.8032689022102
2025-04-06,80.15831700074901
2025-04-13,85.8032689022102
2025-04-20,80.15831700074901
2025-04-27,79.02932662045677
2025-05-04,76.7713458598723
2025-05-11,82.4162977613335
2025-05-18,83.54528814162573
2025-05-25,88.0612496627947
2025-06-01,85.8032689022102
2025-06-08,86.93225928250246
2025-06-15,89.19024004308693
2025-06-22,88.0612496627947
2025-06-29,89.19024004308693
2025-07-06,88.0612496627947
2025-07-13,89.19024004308693
2025-07-20,90.31923042337917
2025-07-27,89.19024004308693
2025-08-03,88.0612496627947
2025-08-10,89.19024004308693
2025-08-17,89.19024004308693
2025-08-24,88.0612496627947
2025-08-31,93.70620156425589
2025-09-07,88.0612496627947
2025-09-14,88.0612496627947
2025-09-21,92.57721118396366
2025-09-28,88.0612496627947
2025-10-05,97.0931727051326
2025-10-12,85.8032689022102
2025-10-19,84.67427852191797
2025-10-26,84.67427852191797
2025-11-02,81.28730738104126
2025-11-09,80.15831700074901
2025-11-16,84.67427852191797
2025-11-23,82.4162977613335
2025-11-30,83.54528814162573
2025-12-07,88.0612496627947
2025-12-14,88.0612496627947
2025-12-21,99.35115346571709
2025-12-28,100.48014384600933
2026-01-04,89.19024004308693
