,Fast Food
2021-07-11,71.92992992992993
2021-07-18,79.50150150150151
2021-07-25,79.50150150150151
2021-08-01,71.92992992992993
2021-08-08,71.92992992992993
2021-08-15,71.92992992992993
2021-08-22,71.92992992992993
2021-08-29,70.03703703703704
2021-09-05,64.35835835835836
2021-09-12,66.25125125125125
2021-09-19,68.14414414414415
2021-09-26,66.25125125125125
2021-10-03,62.46546546546547
2021-10-10,58.67967967967968
2021-10-17,58.67967967967968
2021-10-24,62.46546546546547
2021-10-31,58.67967967967968
2021-11-07,60.572572572572575
2021-11-14,62.46546546546547
2021-11-21,56.78678678678679
2021-11-28,58.67967967967968
2021-12-05,60.572572572572575
2021-12-12,58.67967967967968
2021-12-19,104.10910910910911
2021-12-26,121.14514514514515
2022-01-02,100.32332332332332
2022-01-09,104.10910910910911
2022-01-16,106.002002002002
2022-01-23,100.32332332332332
2022-01-30,119.25225225225226
2022-02-06,113.57357357357358
2022-02-13,138.1811811811812
2022-02-20,115.46646646646647
2022-02-27,70.03703703703704
2022-03-06,66.25125125125125
2022-03-13,68.14414414414415
2022-03-20,71.92992992992993
2022-03-27,66.25125125125125
2022-04-03,62.46546546546547
2022-04-10,73.82282282282283
2022-04-17,64.35835835835836
2022-04-24,66.25125125125125
2022-05-01,71.92992992992993
2022-05-08,71.92992992992993
2022-05-15,71.92992992992993
2022-05-22,75.71571571571572
2022-05-29,73.82282282282283
2022-06-05,75.71571571571572
2022-06-12,75.71571571571572
2022-06-19,81.3943943943944
2022-06-26,83.28728728728728
2022-07-03,81.3943943943944
2022-07-10,77.6086086086086
2022-07-17,79.50150150150151
2022-07-24,77.6086086086086
2022-07-31,77.6086086086086
2022-08-07,85.18018018018019
2022-08-14,85.18018018018019
2022-08-21,73.82282282282283
2022-08-28,70.03703703703704
2022-09-04,71.92992992992993
2022-09-11,73.82282282282283
2022-09-18,71.92992992992993
2022-09-25,70.03703703703704
2022-10-02,85.18018018018019
2022-10-09,109.78778778778779
2022-10-16,111.68068068068068
2022-10-23,117.35935935935936
2022-10-30,124.93093093093094
2022-11-06,128.71671671671672
2022-11-13,136.2882882882883
2022-11-20,130.6096096096096
2022-11-27,134.3953953953954
2022-12-04,145.75275275275277
2022-12-11,141.96696696696696
2022-12-18,81.3943943943944
2022-12-25,88.96596596596596
2023-01-01,75.71571571571572
2023-01-08,68.14414414414415
2023-01-15,68.14414414414415
2023-01-22,68.14414414414415
2023-01-29,70.03703703703704
2023-02-05,70.03703703703704
2023-02-12,68.14414414414415
2023-02-19,64.35835835835836
2023-02-26,70.03703703703704
2023-03-05,70.03703703703704
2023-03-12,68.14414414414415
2023-03-19,68.14414414414415
2023-03-26,68.14414414414415
2023-04-02,70.03703703703704
2023-04-09,70.03703703703704
2023-04-16,70.03703703703704
2023-04-23,73.82282282282283
2023-04-30,71.92992992992993
2023-05-07,73.82282282282283
2023-05-14,70.03703703703704
2023-05-21,70.03703703703704
2023-05-28,73.82282282282283
2023-06-04,77.6086086086086
2023-06-11,73.82282282282283
2023-06-18,75.71571571571572
2023-06-25,81.3943943943944
2023-07-02,75.71571571571572
2023-07-09,75.71571571571572
2023-07-16,75.71571571571572
2023-07-23,71.92992992992993
2023-07-30,71.92992992992993
2023-08-06,70.03703703703704
2023-08-13,75.71571571571572
2023-08-20,66.25125125125125
2023-08-27,70.03703703703704
2023-09-03,68.14414414414415
2023-09-10,66.25125125125125
2023-09-17,71.92992992992993
2023-09-24,75.71571571571572
2023-10-01,75.71571571571572
2023-10-08,70.03703703703704
2023-10-15,64.35835835835836
2023-10-22,68.14414414414415
2023-10-29,64.35835835835836
2023-11-05,64.35835835835836
2023-11-12,64.35835835835836
2023-11-19,66.25125125125125
2023-11-26,81.3943943943944
2023-12-03,160.8958958958959
2023-12-10,159.00300300300302
2023-12-17,168.4674674674675
2023-12-24,189.2892892892893
2023-12-31,176.03903903903904
2024-01-07,159.003003003003
2024-01-14,149.53853853853852
2024-01-21,143.85985985985985
2024-01-28,164.68168168168168
2024-02-04,157.1101101101101
2024-02-11,151.4314314314314
2024-02-18,124.93093093093093
2024-02-25,140.07407407407408
2024-03-03,60.57257257257257
2024-03-10,60.57257257257257
2024-03-17,62.46546546546546
2024-03-24,70.03703703703704
2024-03-31,66.25125125125125
2024-04-07,64.35835835835836
2024-04-14,68.14414414414414
2024-04-21,66.25125125125125
2024-04-28,68.14414414414414
2024-05-05,64.35835835835836
2024-05-12,66.25125125125125
2024-05-19,71.92992992992993
2024-05-26,73.82282282282281
2024-06-02,66.25125125125125
2024-06-09,70.03703703703704
2024-06-16,71.92992992992993
2024-06-23,66.25125125125125
2024-06-30,68.14414414414414
2024-07-07,66.25125125125125
2024-07-14,71.92992992992993
2024-07-21,71.92992992992993
2024-07-28,73.82282282282281
2024-08-04,66.25125125125125
2024-08-11,77.6086086086086
2024-08-18,70.03703703703704
2024-08-25,71.92992992992993
2024-09-01,66.25125125125125
2024-09-08,64.35835835835836
2024-09-15,66.25125125125125
2024-09-22,62.46546546546546
2024-09-29,66.25125125125125
2024-10-06,62.46546546546546
2024-10-13,90.85885885885885
2024-10-20,140.07407407407408
2024-10-27,134.39539539539538
2024-11-03,145.75275275275274
2024-11-10,136.28828828828827
2024-11-17,153.32432432432432
2024-11-24,124.93093093093093
2024-12-01,126.82382382382382
2024-12-08,134.39539539539538
2024-12-15,143.85985985985985
2024-12-22,168.46746746746746
2024-12-29,92.75175175175174
2025-01-05,54.89389389389389
2025-01-12,53.001001001001
2025-01-19,53.001001001001
2025-01-26,51.108108108108105
2025-02-02,49.21521521521521
2025-02-09,54.89389389389389
2025-02-16,49.21521521521521
2025-02-23,49.21521521521521
2025-03-02,49.21521521521521
2025-03-09,51.108108108108105
2025-03-16,51.108108108108105
2025-03-23,49.21521521521521
2025-03-30,51.108108108108105
2025-04-06,51.108108108108105
2025-04-13,54.89389389389389
2025-04-20,56.786786786786784
2025-04-27,54.89389389389389
2025-05-04,53.001001001001
2025-05-11,56.786786786786784
2025-05-18,56.786786786786784
2025-05-25,64.35835835835836
2025-06-01,62.46546546546546
2025-06-08,62.46546546546546
2025-06-15,58.67967967967967
2025-06-22,64.35835835835836
2025-06-29,56.786786786786784
2025-07-06,56.786786786786784
2025-07-13,56.786786786786784
2025-07-20,56.786786786786784
2025-07-27,54.89389389389389
2025-08-03,58.67967967967967
2025-08-10,58.67967967967967
2025-08-17,56.786786786786784
2025-08-24,92.75175175175174
2025-08-31,151.4314314314314
2025-09-07,145.75275275275274
2025-09-14,140.07407407407408
2025-09-21,119.25225225225225
2025-09-28,130.6096096096096
2025-10-05,153.32432432432432
2025-10-12,170.36036036036035
2025-10-19,170.36036036036035
2025-10-26,177.93193193193193
2025-11-02,53.001001001001
2025-11-09,56.786786786786784
2025-11-16,49.21521521521521
2025-11-23,49.21521521521521
2025-11-30,58.67967967967967
2025-12-07,53.001001001001
2025-12-14,53.001001001001
2025-12-21,64.35835835835836
2025-12-28,62.46546546546546
2026-01-04,51.108108108108105
