,Footwear
2020-03-08,60.689353612167295
2020-03-15,56.248669201520904
2020-03-22,29.60456273764258
2020-03-29,28.124334600760452
2020-04-05,26.644106463878323
2020-04-12,26.644106463878323
2020-04-19,25.163878326996194
2020-04-26,26.644106463878323
2020-05-03,29.60456273764258
2020-05-10,31.08479087452471
2020-05-17,37.00570342205323
2020-05-24,42.926615969581746
2020-05-31,47.36730038022813
2020-06-07,48.84752851711026
2020-06-14,51.807984790874514
2020-06-21,56.248669201520904
2020-06-28,51.807984790874514
2020-07-05,57.72889733840303
2020-07-12,56.248669201520904
2020-07-19,54.76844106463878
2020-07-26,57.72889733840303
2020-08-02,56.248669201520904
2020-08-09,65.13003802281368
2020-08-16,60.689353612167295
2020-08-23,59.20912547528516
2020-08-30,60.689353612167295
2020-09-06,65.13003802281368
2020-09-13,66.61026615969581
2020-09-20,63.649809885931546
2020-09-27,66.61026615969581
2020-10-04,71.0509505703422
2020-10-11,82.89277566539923
2020-10-18,94.73460076045626
2020-10-25,90.29391634980988
2020-11-01,96.21482889733839
2020-11-08,100.65551330798478
2020-11-15,85.85323193916349
2020-11-22,93.25437262357413
2020-11-29,85.85323193916349
2020-12-06,84.37300380228136
2020-12-13,85.85323193916349
2020-12-20,99.17528517110264
2020-12-27,93.25437262357413
2021-01-03,88.81368821292774
2021-01-10,81.4125475285171
2021-01-17,84.37300380228136
2021-01-24,87.33346007604561
2021-01-31,79.93231939163496
2021-02-07,85.85323193916349
2021-02-14,78.45209125475284
2021-02-21,81.4125475285171
2021-02-28,78.45209125475284
2021-03-07,76.97186311787071
2021-03-14,75.49163498098858
2021-03-21,74.01140684410646
2021-03-28,75.49163498098858
2021-04-04,75.49163498098858
2021-04-11,68.09049429657793
2021-04-18,60.689353612167295
2021-04-25,56.248669201520904
2021-05-02,60.689353612167295
2021-05-09,56.248669201520904
2021-05-16,56.248669201520904
2021-05-23,54.76844106463878
2021-05-30,60.689353612167295
2021-06-06,65.13003802281368
2021-06-13,66.61026615969581
2021-06-20,72.53117870722433
2021-06-27,75.49163498098858
2021-07-04,74.01140684410646
2021-07-11,76.97186311787071
2021-07-18,81.4125475285171
2021-07-25,81.4125475285171
2021-08-01,75.49163498098858
2021-08-08,84.37300380228136
2021-08-15,78.45209125475284
2021-08-22,75.49163498098858
2021-08-29,76.97186311787071
2021-09-05,78.45209125475284
2021-09-12,74.01140684410646
2021-09-19,76.97186311787071
2021-09-26,81.4125475285171
2021-10-03,88.81368821292774
2021-10-10,81.4125475285171
2021-10-17,82.89277566539923
2021-10-24,85.85323193916349
2021-10-31,85.85323193916349
2021-11-07,87.33346007604561
2021-11-14,88.81368821292774
2021-11-21,90.29391634980988
2021-11-28,91.774144486692
2021-12-05,87.33346007604561
2021-12-12,91.774144486692
2021-12-19,109.53688212927756
2021-12-26,96.21482889733839
2022-01-02,91.774144486692
2022-01-09,85.85323193916349
2022-01-16,76.97186311787071
2022-01-23,87.33346007604561
2022-01-30,91.774144486692
2022-02-06,85.85323193916349
2022-02-13,93.25437262357413
2022-02-20,93.25437262357413
2022-02-27,96.21482889733839
2022-03-06,94.73460076045626
2022-03-13,90.29391634980988
2022-03-20,91.774144486692
2022-03-27,96.21482889733839
2022-04-03,93.25437262357413
2022-04-10,100.65551330798478
2022-04-17,99.17528517110264
2022-04-24,103.61596958174903
2022-05-01,103.61596958174903
2022-05-08,97.69505703422053
2022-05-15,91.774144486692
2022-05-22,96.21482889733839
2022-05-29,97.69505703422053
2022-06-05,106.57642585551329
2022-06-12,105.09619771863116
2022-06-19,105.09619771863116
2022-06-26,100.65551330798478
2022-07-03,103.61596958174903
2022-07-10,102.13574144486691
2022-07-17,100.65551330798478
2022-07-24,102.13574144486691
2022-07-31,100.65551330798478
2022-08-07,103.61596958174903
2022-08-14,102.13574144486691
2022-08-21,99.17528517110264
2022-08-28,97.69505703422053
2022-09-04,94.73460076045626
2022-09-11,100.65551330798478
2022-09-18,119.89847908745246
2022-09-25,118.41825095057033
2022-10-02,111.01711026615968
2022-10-09,112.49733840304181
2022-10-16,109.53688212927756
2022-10-23,102.13574144486691
2022-10-30,105.09619771863116
2022-11-06,111.01711026615968
2022-11-13,113.97756653992394
2022-11-20,116.93802281368819
2022-11-27,119.89847908745246
2022-12-04,115.45779467680606
2022-12-11,119.89847908745246
2022-12-18,124.33916349809884
2022-12-25,130.26007604562736
2023-01-01,125.81939163498097
2023-01-08,124.33916349809884
2023-01-15,119.89847908745246
2023-01-22,119.89847908745246
2023-01-29,113.97756653992394
2023-02-05,113.97756653992394
2023-02-12,108.05665399239543
2023-02-19,103.61596958174903
2023-02-26,105.09619771863116
2023-03-05,102.13574144486691
2023-03-12,100.65551330798478
2023-03-19,100.65551330798478
2023-03-26,99.17528517110264
2023-04-02,108.05665399239543
2023-04-09,112.49733840304181
2023-04-16,111.01711026615968
2023-04-23,103.61596958174903
2023-04-30,112.49733840304181
2023-05-07,113.97756653992394
2023-05-14,103.61596958174903
2023-05-21,112.49733840304181
2023-05-28,112.49733840304181
2023-06-04,108.05665399239543
2023-06-11,109.53688212927756
2023-06-18,106.57642585551329
2023-06-25,113.97756653992394
2023-07-02,112.49733840304181
2023-07-09,106.57642585551329
2023-07-16,102.13574144486691
2023-07-23,102.13574144486691
2023-07-30,106.57642585551329
2023-08-06,109.53688212927756
2023-08-13,105.09619771863116
2023-08-20,99.17528517110264
2023-08-27,97.69505703422053
2023-09-03,96.21482889733839
2023-09-10,102.13574144486691
2023-09-17,106.57642585551329
2023-09-24,116.93802281368819
2023-10-01,118.41825095057033
2023-10-08,130.26007604562736
2023-10-15,106.57642585551329
2023-10-22,105.09619771863116
2023-10-29,106.57642585551329
2023-11-05,118.41825095057033
2023-11-12,105.09619771863116
2023-11-19,113.97756653992394
2023-11-26,119.89847908745246
2023-12-03,118.41825095057033
2023-12-10,122.85893536121671
2023-12-17,148.02281368821292
2023-12-24,142.1019011406844
2023-12-31,125.81939163498097
2024-01-07,119.89847908745247
2024-01-14,111.01711026615969
2024-01-21,103.61596958174906
2024-01-28,105.09619771863117
2024-02-04,100.65551330798479
2024-02-11,103.61596958174906
2024-02-18,94.73460076045627
2024-02-25,99.17528517110266
2024-03-03,96.2148288973384
2024-03-10,121.3787072243346
2024-03-17,96.2148288973384
2024-03-24,100.65551330798479
2024-03-31,100.65551330798479
2024-04-07,103.61596958174906
2024-04-14,87.33346007604563
2024-04-21,87.33346007604563
2024-04-28,88.81368821292776
2024-05-05,94.73460076045627
2024-05-12,88.81368821292776
2024-05-19,84.37300380228137
2024-05-26,93.25437262357414
2024-06-02,88.81368821292776
2024-06-09,94.73460076045627
2024-06-16,99.17528517110266
2024-06-23,90.29391634980989
2024-06-30,90.29391634980989
2024-07-07,96.2148288973384
2024-07-14,103.61596958174906
2024-07-21,100.65551330798479
2024-07-28,97.69505703422054
2024-08-04,99.17528517110266
2024-08-11,103.61596958174906
2024-08-18,93.25437262357414
2024-08-25,94.73460076045627
2024-09-01,91.77414448669201
2024-09-08,94.73460076045627
2024-09-15,97.69505703422054
2024-09-22,109.53688212927757
2024-09-29,100.65551330798479
2024-10-06,102.13574144486692
2024-10-13,97.69505703422054
2024-10-20,113.97756653992396
2024-10-27,103.61596958174906
2024-11-03,97.69505703422054
2024-11-10,100.65551330798479
2024-11-17,102.13574144486692
2024-11-24,103.61596958174906
2024-12-01,106.5764258555133
2024-12-08,103.61596958174906
2024-12-15,103.61596958174906
2024-12-22,118.41825095057034
2024-12-29,118.41825095057034
2025-01-05,105.09619771863117
2025-01-12,103.61596958174906
2025-01-19,99.17528517110266
2025-01-26,94.73460076045627
2025-02-02,88.81368821292776
2025-02-09,99.17528517110266
2025-02-16,90.29391634980989
2025-02-23,91.77414448669201
2025-03-02,105.09619771863117
2025-03-09,100.65551330798479
2025-03-16,106.5764258555133
2025-03-23,93.25437262357414
2025-03-30,96.2148288973384
2025-04-06,93.25437262357414
2025-04-13,94.73460076045627
2025-04-20,93.25437262357414
2025-04-27,97.69505703422054
2025-05-04,85.85323193916349
2025-05-11,94.73460076045627
2025-05-18,100.65551330798479
2025-05-25,103.61596958174906
2025-06-01,93.25437262357414
2025-06-08,87.33346007604563
2025-06-15,96.2148288973384
2025-06-22,93.25437262357414
2025-06-29,102.13574144486692
2025-07-06,100.65551330798479
2025-07-13,94.73460076045627
2025-07-20,97.69505703422054
2025-07-27,99.17528517110266
2025-08-03,97.69505703422054
2025-08-10,96.2148288973384
2025-08-17,94.73460076045627
2025-08-24,88.81368821292776
2025-08-31,88.81368821292776
2025-09-07,97.69505703422054
2025-09-14,91.77414448669201
2025-09-21,105.09619771863117
2025-09-28,97.69505703422054
2025-10-05,100.65551330798479
2025-10-12,106.5764258555133
2025-10-19,94.73460076045627
2025-10-26,94.73460076045627
2025-11-02,97.69505703422054
2025-11-09,103.61596958174906
2025-11-16,108.05665399239544
2025-11-23,109.53688212927757
2025-11-30,118.41825095057034
2025-12-07,112.49733840304182
2025-12-14,111.01711026615969
2025-12-21,116.9380228136882
2025-12-28,116.9380228136882
2026-01-04,115.45779467680609
