,Fashion & Style
2016-11-20,65.0
2016-11-27,63.0
2016-12-04,60.0
2016-12-11,65.0
2016-12-18,63.0
2016-12-25,63.0
2017-01-01,61.0
2017-01-08,61.0
2017-01-15,62.0
2017-01-22,62.0
2017-01-29,58.0
2017-02-05,60.0
2017-02-12,60.0
2017-02-19,57.0
2017-02-26,60.0
2017-03-05,58.0
2017-03-12,57.0
2017-03-19,60.0
2017-03-26,62.0
2017-04-02,59.0
2017-04-09,63.0
2017-04-16,66.0
2017-04-23,59.0
2017-04-30,64.0
2017-05-07,59.0
2017-05-14,61.0
2017-05-21,60.0
2017-05-28,59.0
2017-06-04,64.0
2017-06-11,67.0
2017-06-18,68.0
2017-06-25,73.0
2017-07-02,72.0
2017-07-09,68.0
2017-07-16,68.0
2017-07-23,69.0
2017-07-30,65.0
2017-08-06,68.0
2017-08-13,75.0
2017-08-20,69.0
2017-08-27,68.0
2017-09-03,67.0
2017-09-10,64.0
2017-09-17,67.0
2017-09-24,67.0
2017-10-01,64.0
2017-10-08,71.0
2017-10-15,62.0
2017-10-22,66.0
2017-10-29,81.0
2017-11-05,75.0
2017-11-12,64.0
2017-11-19,67.0
2017-11-26,67.0
2017-12-03,66.0
2017-12-10,68.0
2017-12-17,72.0
2017-12-24,72.0
2017-12-31,63.0
2018-01-07,66.0
2018-01-14,63.0
2018-01-21,65.0
2018-01-28,72.0
2018-02-04,67.0
2018-02-11,61.0
2018-02-18,65.0
2018-02-25,62.0
2018-03-04,64.0
2018-03-11,67.0
2018-03-18,66.0
2018-03-25,70.0
2018-04-01,65.0
2018-04-08,68.0
2018-04-15,67.0
2018-04-22,60.0
2018-04-29,66.0
2018-05-06,69.0
2018-05-13,73.0
2018-05-20,70.0
2018-05-27,74.0
2018-06-03,75.0
2018-06-10,84.0
2018-06-17,80.0
2018-06-24,73.0
2018-07-01,72.0
2018-07-08,74.0
2018-07-15,72.0
2018-07-22,75.0
2018-07-29,79.0
2018-08-05,77.0
2018-08-12,77.0
2018-08-19,79.0
2018-08-26,77.0
2018-09-02,80.0
2018-09-09,81.0
2018-09-16,81.0
2018-09-23,83.0
2018-09-30,83.0
2018-10-07,100.0
2018-10-14,81.0
2018-10-21,88.0
2018-10-28,92.0
2018-11-04,81.0
2018-11-11,95.0
2018-11-18,85.0
2018-11-25,84.0
2018-12-02,91.0
2018-12-09,80.0
2018-12-16,85.0
2018-12-23,89.0
2018-12-30,83.0
2019-01-06,81.0
2019-01-13,75.0
2019-01-20,78.0
2019-01-27,79.0
2019-02-03,75.0
2019-02-10,76.0
2019-02-17,81.0
2019-02-24,74.0
2019-03-03,78.0
2019-03-10,72.0
2019-03-17,75.0
2019-03-24,78.0
2019-03-31,72.0
2019-04-07,71.0
2019-04-14,73.0
2019-04-21,75.0
2019-04-28,74.0
2019-05-05,75.0
2019-05-12,76.0
2019-05-19,75.0
2019-05-26,75.0
2019-06-02,78.0
2019-06-09,76.0
2019-06-16,76.0
2019-06-23,76.0
2019-06-30,72.0
2019-07-07,76.0
2019-07-14,76.0
2019-07-21,80.0
2019-07-28,78.0
2019-08-04,73.0
2019-08-11,72.0
2019-08-18,72.0
2019-08-25,78.0
2019-09-01,70.0
2019-09-08,76.0
2019-09-15,78.0
2019-09-22,75.0
2019-09-29,75.0
2019-10-06,75.0
2019-10-13,79.0
2019-10-20,72.0
2019-10-27,71.0
2019-11-03,83.0
2019-11-10,87.0
2019-11-17,80.0
2019-11-24,74.0
2019-12-01,71.0
2019-12-08,73.0
2019-12-15,71.0
2019-12-22,78.0
2019-12-29,82.0
2020-01-05,79.52086183310531
2020-01-12,78.17305061559506
2020-01-19,79.52086183310531
2020-01-26,71.43399452804377
2020-02-02,72.78180574555402
2020-02-09,84.91210670314636
2020-02-16,79.52086183310531
2020-02-23,72.78180574555402
2020-03-01,74.12961696306428
2020-03-08,70.0861833105335
2020-03-15,70.0861833105335
2020-03-22,51.21682626538987
2020-03-29,49.86901504787961
2020-04-05,55.26025991792065
2020-04-12,48.521203830369345
2020-04-19,47.17339261285909
2020-04-26,49.86901504787961
2020-05-03,51.21682626538987
2020-05-10,52.564637482900125
2020-05-17,59.30369357045143
2020-05-24,61.99931600547195
2020-05-31,63.3471272229822
2020-06-07,66.04274965800272
2020-06-14,66.04274965800272
2020-06-21,71.43399452804377
2020-06-28,71.43399452804377
2020-07-05,74.12961696306428
2020-07-12,75.47742818057455
2020-07-19,78.17305061559506
2020-07-26,72.78180574555402
2020-08-02,74.12961696306428
2020-08-09,82.21648426812584
2020-08-16,80.86867305061558
2020-08-23,82.21648426812584
2020-08-30,80.86867305061558
2020-09-06,83.5642954856361
2020-09-13,80.86867305061558
2020-09-20,83.5642954856361
2020-09-27,84.91210670314636
2020-10-04,84.91210670314636
2020-10-11,88.95554035567714
2020-10-18,91.65116279069765
2020-10-25,86.25991792065662
2020-11-01,83.5642954856361
2020-11-08,71.43399452804377
2020-11-15,74.12961696306428
2020-11-22,82.21648426812584
2020-11-29,79.52086183310531
2020-12-06,82.21648426812584
2020-12-13,83.5642954856361
2020-12-20,87.60772913816687
2020-12-27,94.34678522571818
2021-01-03,87.60772913816687
2021-01-10,79.52086183310531
2021-01-17,80.86867305061558
2021-01-24,82.21648426812584
2021-01-31,80.86867305061558
2021-02-07,82.21648426812584
2021-02-14,82.21648426812584
2021-02-21,80.86867305061558
2021-02-28,80.86867305061558
2021-03-07,86.25991792065662
2021-03-14,84.91210670314636
2021-03-21,82.21648426812584
2021-03-28,78.17305061559506
2021-04-04,80.86867305061558
2021-04-11,80.86867305061558
2021-04-18,82.21648426812584
2021-04-25,80.86867305061558
2021-05-02,79.52086183310531
2021-05-09,82.21648426812584
2021-05-16,82.21648426812584
2021-05-23,94.34678522571818
2021-05-30,86.25991792065662
2021-06-06,86.25991792065662
2021-06-13,90.3033515731874
2021-06-20,86.25991792065662
2021-06-27,88.95554035567714
2021-07-04,97.04240766073869
2021-07-11,101.08584131326947
2021-07-18,102.43365253077974
2021-07-25,94.34678522571818
2021-08-01,91.65116279069765
2021-08-08,97.04240766073869
2021-08-15,92.99897400820792
2021-08-22,87.60772913816687
2021-08-29,87.60772913816687
2021-09-05,84.91210670314636
2021-09-12,87.60772913816687
2021-09-19,87.60772913816687
2021-09-26,88.95554035567714
2021-10-03,86.25991792065662
2021-10-10,84.91210670314636
2021-10-17,86.25991792065662
2021-10-24,87.60772913816687
2021-10-31,66.04274965800272
2021-11-07,79.52086183310531
2021-11-14,84.91210670314636
2021-11-21,83.5642954856361
2021-11-28,80.86867305061558
2021-12-05,86.25991792065662
2021-12-12,82.21648426812584
2021-12-19,91.65116279069765
2021-12-26,97.04240766073869
2022-01-02,95.69459644322843
2022-01-09,90.3033515731874
2022-01-16,82.21648426812584
2022-01-23,88.95554035567714
2022-01-30,98.39021887824896
2022-02-06,91.65116279069765
2022-02-13,91.65116279069765
2022-02-20,95.69459644322843
2022-02-27,95.69459644322843
2022-03-06,98.39021887824896
2022-03-13,88.95554035567714
2022-03-20,99.73803009575921
2022-03-27,98.39021887824896
2022-04-03,97.04240766073869
2022-04-10,97.04240766073869
2022-04-17,94.34678522571818
2022-04-24,98.39021887824896
2022-05-01,97.04240766073869
2022-05-08,98.39021887824896
2022-05-15,97.04240766073869
2022-05-22,99.73803009575921
2022-05-29,95.69459644322843
2022-06-05,97.04240766073869
2022-06-12,95.69459644322843
2022-06-19,101.08584131326947
2022-06-26,97.04240766073869
2022-07-03,99.73803009575921
2022-07-10,99.73803009575921
2022-07-17,95.69459644322843
2022-07-24,102.43365253077974
2022-07-31,103.78146374829
2022-08-07,97.04240766073869
2022-08-14,95.69459644322843
2022-08-21,95.69459644322843
2022-08-28,92.99897400820792
2022-09-04,91.65116279069765
2022-09-11,98.39021887824896
2022-09-18,92.99897400820792
2022-09-25,95.69459644322843
2022-10-02,91.65116279069765
2022-10-09,98.39021887824896
2022-10-16,91.65116279069765
2022-10-23,78.17305061559506
2022-10-30,92.99897400820792
2022-11-06,95.69459644322843
2022-11-13,95.69459644322843
2022-11-20,97.04240766073869
2022-11-27,94.34678522571818
2022-12-04,97.04240766073869
2022-12-11,99.73803009575921
2022-12-18,105.12927496580025
2022-12-25,109.17270861833103
2023-01-01,101.08584131326947
2023-01-08,102.43365253077974
2023-01-15,101.08584131326947
2023-01-22,101.08584131326947
2023-01-29,98.39021887824896
2023-02-05,99.73803009575921
2023-02-12,94.34678522571818
2023-02-19,95.69459644322843
2023-02-26,98.39021887824896
2023-03-05,90.3033515731874
2023-03-12,98.39021887824896
2023-03-19,98.39021887824896
2023-03-26,92.99897400820792
2023-04-02,97.04240766073869
2023-04-09,95.69459644322843
2023-04-16,94.34678522571818
2023-04-23,101.08584131326947
2023-04-30,103.78146374829
2023-05-07,97.04240766073869
2023-05-14,90.3033515731874
2023-05-21,97.04240766073869
2023-05-28,94.34678522571818
2023-06-04,92.99897400820792
2023-06-11,102.43365253077974
2023-06-18,97.04240766073869
2023-06-25,98.39021887824896
2023-07-02,101.08584131326947
2023-07-09,95.69459644322843
2023-07-16,94.34678522571818
2023-07-23,98.39021887824896
2023-07-30,109.17270861833103
2023-08-06,105.12927496580025
2023-08-13,94.34678522571818
2023-08-20,98.39021887824896
2023-08-27,91.65116279069765
2023-09-03,90.3033515731874
2023-09-10,92.99897400820792
2023-09-17,95.69459644322843
2023-09-24,95.69459644322843
2023-10-01,94.34678522571818
2023-10-08,91.65116279069765
2023-10-15,92.99897400820792
2023-10-22,88.95554035567714
2023-10-29,91.65116279069765
2023-11-05,90.3033515731874
2023-11-12,78.17305061559506
2023-11-19,91.65116279069765
2023-11-26,110.5205198358413
2023-12-03,134.78112175102598
2023-12-10,114.56395348837208
2023-12-17,106.47708618331052
2023-12-24,107.82489740082077
2023-12-31,99.73803009575921
2024-01-07,99.73803009575924
2024-01-14,92.99897400820795
2024-01-21,86.25991792065665
2024-01-28,90.30335157318743
2024-02-04,88.95554035567717
2024-02-11,88.95554035567717
2024-02-18,87.6077291381669
2024-02-25,86.25991792065665
2024-03-03,88.95554035567717
2024-03-10,83.56429548563612
2024-03-17,92.99897400820795
2024-03-24,82.21648426812587
2024-03-31,83.56429548563612
2024-04-07,80.86867305061561
2024-04-14,79.52086183310534
2024-04-21,78.17305061559509
2024-04-28,83.56429548563612
2024-05-05,84.91210670314639
2024-05-12,86.25991792065665
2024-05-19,87.6077291381669
2024-05-26,94.34678522571821
2024-06-02,92.99897400820795
2024-06-09,87.6077291381669
2024-06-16,86.25991792065665
2024-06-23,83.56429548563612
2024-06-30,82.21648426812587
2024-07-07,83.56429548563612
2024-07-14,88.95554035567717
2024-07-21,84.91210670314639
2024-07-28,88.95554035567717
2024-08-04,91.65116279069768
2024-08-11,92.99897400820795
2024-08-18,84.91210670314639
2024-08-25,87.6077291381669
2024-09-01,92.99897400820795
2024-09-08,88.95554035567717
2024-09-15,92.99897400820795
2024-09-22,87.6077291381669
2024-09-29,83.56429548563612
2024-10-06,83.56429548563612
2024-10-13,84.91210670314639
2024-10-20,90.30335157318743
2024-10-27,84.91210670314639
2024-11-03,79.52086183310534
2024-11-10,84.91210670314639
2024-11-17,80.86867305061561
2024-11-24,84.91210670314639
2024-12-01,82.21648426812587
2024-12-08,80.86867305061561
2024-12-15,80.86867305061561
2024-12-22,101.08584131326951
2024-12-29,86.25991792065665
2025-01-05,86.25991792065665
2025-01-12,79.52086183310534
2025-01-19,84.91210670314639
2025-01-26,84.91210670314639
2025-02-02,83.56429548563612
2025-02-09,88.95554035567717
2025-02-16,88.95554035567717
2025-02-23,83.56429548563612
2025-03-02,88.95554035567717
2025-03-09,75.47742818057456
2025-03-16,90.30335157318743
2025-03-23,78.17305061559509
2025-03-30,86.25991792065665
2025-04-06,78.17305061559509
2025-04-13,82.21648426812587
2025-04-20,76.82523939808483
2025-04-27,88.95554035567717
2025-05-04,75.47742818057456
2025-05-11,78.17305061559509
2025-05-18,79.52086183310534
2025-05-25,80.86867305061561
2025-06-01,79.52086183310534
2025-06-08,84.91210670314639
2025-06-15,78.17305061559509
2025-06-22,79.52086183310534
2025-06-29,83.56429548563612
2025-07-06,101.08584131326951
2025-07-13,78.17305061559509
2025-07-20,75.47742818057456
2025-07-27,78.17305061559509
2025-08-03,78.17305061559509
2025-08-10,84.91210670314639
2025-08-17,90.30335157318743
2025-08-24,86.25991792065665
2025-08-31,78.17305061559509
2025-09-07,80.86867305061561
2025-09-14,79.52086183310534
2025-09-21,76.82523939808483
2025-09-28,74.12961696306431
2025-10-05,79.52086183310534
2025-10-12,78.17305061559509
2025-10-19,66.04274965800275
2025-10-26,78.17305061559509
2025-11-02,74.12961696306431
2025-11-09,82.21648426812587
2025-11-16,79.52086183310534
2025-11-23,78.17305061559509
2025-11-30,72.78180574555405
2025-12-07,74.12961696306431
2025-12-14,80.86867305061561
2025-12-21,86.25991792065665
2025-12-28,99.73803009575924
2026-01-04,83.56429548563612
