,Home Furnishings
2017-11-12,78.0
2017-11-19,78.0
2017-11-26,74.0
2017-12-03,88.0
2017-12-10,80.0
2017-12-17,79.0
2017-12-24,82.0
2017-12-31,69.0
2018-01-07,76.0
2018-01-14,75.0
2018-01-21,71.0
2018-01-28,71.0
2018-02-04,74.0
2018-02-11,74.0
2018-02-18,73.0
2018-02-25,73.0
2018-03-04,72.0
2018-03-11,72.0
2018-03-18,78.0
2018-03-25,82.0
2018-04-01,76.0
2018-04-08,67.0
2018-04-15,65.0
2018-04-22,71.0
2018-04-29,71.0
2018-05-06,72.0
2018-05-13,78.0
2018-05-20,72.0
2018-05-27,71.0
2018-06-03,79.0
2018-06-10,70.0
2018-06-17,69.0
2018-06-24,72.0
2018-07-01,79.0
2018-07-08,74.0
2018-07-15,88.0
2018-07-22,73.0
2018-07-29,74.0
2018-08-05,76.0
2018-08-12,78.0
2018-08-19,68.0
2018-08-26,71.0
2018-09-02,86.0
2018-09-09,82.0
2018-09-16,75.0
2018-09-23,84.0
2018-09-30,87.0
2018-10-07,78.0
2018-10-14,90.0
2018-10-21,78.0
2018-10-28,74.0
2018-11-04,75.0
2018-11-11,80.0
2018-11-18,75.0
2018-11-25,85.0
2018-12-02,98.0
2018-12-09,94.0
2018-12-16,94.0
2018-12-23,87.0
2018-12-30,78.0
2019-01-06,87.0
2019-01-13,77.0
2019-01-20,83.0
2019-01-27,74.0
2019-02-03,77.0
2019-02-10,85.0
2019-02-17,77.0
2019-02-24,84.0
2019-03-03,86.0
2019-03-10,78.0
2019-03-17,89.0
2019-03-24,95.0
2019-03-31,88.0
2019-04-07,82.0
2019-04-14,74.0
2019-04-21,64.0
2019-04-28,73.0
2019-05-05,73.0
2019-05-12,68.0
2019-05-19,77.0
2019-05-26,76.0
2019-06-02,82.0
2019-06-09,88.0
2019-06-16,86.0
2019-06-23,88.0
2019-06-30,91.0
2019-07-07,91.0
2019-07-14,87.0
2019-07-21,92.0
2019-07-28,87.0
2019-08-04,88.0
2019-08-11,83.0
2019-08-18,90.0
2019-08-25,85.0
2019-09-01,74.0
2019-09-08,85.0
2019-09-15,87.0
2019-09-22,82.0
2019-09-29,84.0
2019-10-06,81.0
2019-10-13,94.0
2019-10-20,87.0
2019-10-27,80.0
2019-11-03,85.0
2019-11-10,79.0
2019-11-17,84.0
2019-11-24,85.0
2019-12-01,87.0
2019-12-08,90.0
2019-12-15,99.0
2019-12-22,100.0
2019-12-29,92.0
2020-01-05,85.72292800967936
2020-01-12,83.08529945553538
2020-01-19,85.72292800967936
2020-01-26,84.40411373260737
2020-02-02,83.08529945553538
2020-02-09,85.72292800967936
2020-02-16,90.99818511796732
2020-02-23,85.72292800967936
2020-03-01,85.72292800967936
2020-03-08,73.85359951603145
2020-03-15,59.34664246823956
2020-03-22,50.114942528735625
2020-03-29,43.52087114337568
2020-04-05,51.43375680580762
2020-04-12,51.43375680580762
2020-04-19,55.390199637023585
2020-04-26,54.0713853599516
2020-05-03,68.57834240774349
2020-05-10,73.85359951603145
2020-05-17,77.81004234724742
2020-05-24,84.40411373260737
2020-05-31,88.36055656382334
2020-06-07,92.31699939503932
2020-06-14,97.59225650332728
2020-06-21,102.86751361161524
2020-06-28,90.99818511796732
2020-07-05,92.31699939503932
2020-07-12,92.31699939503932
2020-07-19,98.91107078039926
2020-07-26,93.6358136721113
2020-08-02,93.6358136721113
2020-08-09,97.59225650332728
2020-08-16,90.99818511796732
2020-08-23,88.36055656382334
2020-08-30,89.67937084089533
2020-09-06,94.95462794918329
2020-09-13,87.04174228675136
2020-09-20,88.36055656382334
2020-09-27,79.12885662431941
2020-10-04,80.4476709013914
2020-10-11,96.27344222625528
2020-10-18,96.27344222625528
2020-10-25,84.40411373260737
2020-11-01,79.12885662431941
2020-11-08,89.67937084089533
2020-11-15,100.22988505747125
2020-11-22,110.78039927404717
2020-11-29,113.41802782819116
2020-12-06,122.64972776769508
2020-12-13,120.01209921355111
2020-12-20,129.24379915305505
2020-12-27,121.33091349062309
2021-01-03,109.46158499697519
2021-01-10,110.78039927404717
2021-01-17,101.54869933454324
2021-01-24,100.22988505747125
2021-01-31,102.86751361161524
2021-02-07,100.22988505747125
2021-02-14,106.8239564428312
2021-02-21,97.59225650332728
2021-02-28,104.18632788868722
2021-03-07,106.8239564428312
2021-03-14,108.1427707199032
2021-03-21,101.54869933454324
2021-03-28,117.37447065940712
2021-04-04,114.73684210526315
2021-04-11,79.12885662431941
2021-04-18,100.22988505747125
2021-04-25,110.78039927404717
2021-05-02,116.05565638233513
2021-05-09,101.54869933454324
2021-05-16,114.73684210526315
2021-05-23,96.27344222625528
2021-05-30,106.8239564428312
2021-06-06,98.91107078039926
2021-06-13,104.18632788868722
2021-06-20,122.64972776769508
2021-06-27,126.60617059891106
2021-07-04,121.33091349062309
2021-07-11,120.01209921355111
2021-07-18,114.73684210526315
2021-07-25,118.69328493647912
2021-08-01,117.37447065940712
2021-08-08,104.18632788868722
2021-08-15,102.86751361161524
2021-08-22,98.91107078039926
2021-08-29,106.8239564428312
2021-09-05,108.1427707199032
2021-09-12,121.33091349062309
2021-09-19,117.37447065940712
2021-09-26,110.78039927404717
2021-10-03,121.33091349062309
2021-10-10,110.78039927404717
2021-10-17,116.05565638233513
2021-10-24,113.41802782819116
2021-10-31,112.09921355111916
2021-11-07,106.8239564428312
2021-11-14,105.50514216575921
2021-11-21,104.18632788868722
2021-11-28,118.69328493647912
2021-12-05,121.33091349062309
2021-12-12,113.41802782819116
2021-12-19,110.78039927404717
2021-12-26,125.28735632183907
2022-01-02,127.92498487598304
2022-01-09,131.881427707199
2022-01-16,110.78039927404717
2022-01-23,125.28735632183907
2022-01-30,127.92498487598304
2022-02-06,129.24379915305505
2022-02-13,131.881427707199
2022-02-20,131.881427707199
2022-02-27,125.28735632183907
2022-03-06,130.56261343012702
2022-03-13,123.96854204476708
2022-03-20,127.92498487598304
2022-03-27,112.09921355111916
2022-04-03,106.8239564428312
2022-04-10,92.31699939503932
2022-04-17,106.8239564428312
2022-04-24,114.73684210526315
2022-05-01,117.37447065940712
2022-05-08,93.6358136721113
2022-05-15,104.18632788868722
2022-05-22,109.46158499697519
2022-05-29,117.37447065940712
2022-06-05,108.1427707199032
2022-06-12,101.54869933454324
2022-06-19,104.18632788868722
2022-06-26,100.22988505747125
2022-07-03,101.54869933454324
2022-07-10,102.86751361161524
2022-07-17,110.78039927404717
2022-07-24,97.59225650332728
2022-07-31,106.8239564428312
2022-08-07,109.46158499697519
2022-08-14,113.41802782819116
2022-08-21,118.69328493647912
2022-08-28,110.78039927404717
2022-09-04,112.09921355111916
2022-09-11,106.8239564428312
2022-09-18,112.09921355111916
2022-09-25,110.78039927404717
2022-10-02,106.8239564428312
2022-10-09,106.8239564428312
2022-10-16,113.41802782819116
2022-10-23,110.78039927404717
2022-10-30,113.41802782819116
2022-11-06,109.46158499697519
2022-11-13,112.09921355111916
2022-11-20,108.1427707199032
2022-11-27,109.46158499697519
2022-12-04,113.41802782819116
2022-12-11,120.01209921355111
2022-12-18,120.01209921355111
2022-12-25,117.37447065940712
2023-01-01,109.46158499697519
2023-01-08,106.8239564428312
2023-01-15,105.50514216575921
2023-01-22,108.1427707199032
2023-01-29,120.01209921355111
2023-02-05,106.8239564428312
2023-02-12,102.86751361161524
2023-02-19,109.46158499697519
2023-02-26,106.8239564428312
2023-03-05,102.86751361161524
2023-03-12,114.73684210526315
2023-03-19,110.78039927404717
2023-03-26,104.18632788868722
2023-04-02,102.86751361161524
2023-04-09,92.31699939503932
2023-04-16,98.91107078039926
2023-04-23,104.18632788868722
2023-04-30,100.22988505747125
2023-05-07,106.8239564428312
2023-05-14,104.18632788868722
2023-05-21,102.86751361161524
2023-05-28,94.95462794918329
2023-06-04,105.50514216575921
2023-06-11,102.86751361161524
2023-06-18,105.50514216575921
2023-06-25,108.1427707199032
2023-07-02,110.78039927404717
2023-07-09,116.05565638233513
2023-07-16,112.09921355111916
2023-07-23,110.78039927404717
2023-07-30,106.8239564428312
2023-08-06,109.46158499697519
2023-08-13,109.46158499697519
2023-08-20,106.8239564428312
2023-08-27,105.50514216575921
2023-09-03,109.46158499697519
2023-09-10,106.8239564428312
2023-09-17,112.09921355111916
2023-09-24,113.41802782819116
2023-10-01,109.46158499697519
2023-10-08,102.86751361161524
2023-10-15,112.09921355111916
2023-10-22,112.09921355111916
2023-10-29,109.46158499697519
2023-11-05,113.41802782819116
2023-11-12,108.1427707199032
2023-11-19,120.01209921355111
2023-11-26,112.09921355111916
2023-12-03,109.46158499697519
2023-12-10,120.01209921355111
2023-12-17,123.96854204476708
2023-12-24,120.01209921355111
2023-12-31,112.09921355111916
2024-01-07,118.02178422592766
2024-01-14,110.86894881829568
2024-01-21,107.29253111447969
2024-01-28,116.23357537401967
2024-02-04,114.44536652211167
2024-02-11,112.65715767020367
2024-02-18,105.50432226257169
2024-02-25,107.29253111447969
2024-03-03,112.65715767020367
2024-03-10,109.08073996638768
2024-03-17,109.08073996638768
2024-03-24,109.08073996638768
2024-03-31,116.23357537401967
2024-04-07,100.1396957068477
2024-04-14,92.98686029921573
2024-04-21,107.29253111447969
2024-04-28,110.86894881829568
2024-05-05,114.44536652211167
2024-05-12,112.65715767020367
2024-05-19,98.35148685493972
2024-05-26,114.44536652211167
2024-06-02,121.59820192974365
2024-06-09,125.17461963355964
2024-06-16,105.50432226257169
2024-06-23,114.44536652211167
2024-06-30,116.23357537401967
2024-07-07,118.02178422592766
2024-07-14,126.96282848546764
2024-07-21,121.59820192974365
2024-07-28,118.02178422592766
2024-08-04,114.44536652211167
2024-08-11,125.17461963355964
2024-08-18,119.80999307783566
2024-08-25,123.38641078165165
2024-09-01,114.44536652211167
2024-09-08,118.02178422592766
2024-09-15,101.9279045587557
2024-09-22,109.08073996638768
2024-09-29,103.7161134106637
2024-10-06,116.23357537401967
2024-10-13,116.23357537401967
2024-10-20,119.80999307783566
2024-10-27,121.59820192974365
2024-11-03,121.59820192974365
2024-11-10,121.59820192974365
2024-11-17,123.38641078165165
2024-11-24,125.17461963355964
2024-12-01,118.02178422592766
2024-12-08,134.11566389309962
2024-12-15,134.11566389309962
2024-12-22,128.75103733737564
2024-12-29,128.75103733737564
2025-01-05,121.59820192974365
2025-01-12,130.53924618928363
2025-01-19,123.38641078165165
2025-01-26,116.23357537401967
2025-02-02,103.7161134106637
2025-02-09,116.23357537401967
2025-02-16,125.17461963355964
2025-02-23,130.53924618928363
2025-03-02,134.11566389309962
2025-03-09,134.11566389309962
2025-03-16,137.6920815969156
2025-03-23,146.63312585645556
2025-03-30,162.72700552362753
2025-04-06,141.2684993007316
2025-04-13,103.7161134106637
2025-04-20,132.32745504119163
2025-04-27,134.11566389309962
2025-05-04,126.96282848546764
2025-05-11,119.80999307783566
2025-05-18,130.53924618928363
2025-05-25,126.96282848546764
2025-06-01,130.53924618928363
2025-06-08,121.59820192974365
2025-06-15,135.90387274500762
2025-06-22,130.53924618928363
2025-06-29,126.96282848546764
2025-07-06,123.38641078165165
2025-07-13,128.75103733737564
2025-07-20,132.32745504119163
2025-07-27,130.53924618928363
2025-08-03,126.96282848546764
2025-08-10,137.6920815969156
2025-08-17,125.17461963355964
2025-08-24,130.53924618928363
2025-08-31,123.38641078165165
2025-09-07,121.59820192974365
2025-09-14,123.38641078165165
2025-09-21,123.38641078165165
2025-09-28,128.75103733737564
2025-10-05,130.53924618928363
2025-10-12,144.84491700454757
2025-10-19,144.84491700454757
2025-10-26,148.42133470836356
2025-11-02,139.4802904488236
2025-11-09,143.0567081526396
2025-11-16,157.36237896790354
2025-11-23,132.32745504119163
2025-11-30,125.17461963355964
2025-12-07,150.20954356027156
2025-12-14,159.15058781981153
2025-12-21,164.51521437553552
2025-12-28,178.8208851907995
