,Fashion & Style
2024-05-12,78.07392906767494
2024-05-19,74.72790353620316
2024-05-26,72.4972198485553
2024-06-02,72.4972198485553
2024-06-09,84.76598013061852
2024-06-16,72.4972198485553
2024-06-23,73.61256169237923
2024-06-30,75.84324538002708
2024-07-07,78.07392906767494
2024-07-14,79.18927091149887
2024-07-21,73.61256169237923
2024-07-28,79.18927091149887
2024-08-04,74.72790353620316
2024-08-11,79.18927091149887
2024-08-18,73.61256169237923
2024-08-25,73.61256169237923
2024-09-01,78.07392906767494
2024-09-08,78.07392906767494
2024-09-15,71.38187800473138
2024-09-22,70.26653616090745
2024-09-29,76.95858722385101
2024-10-06,75.84324538002708
2024-10-13,75.84324538002708
2024-10-20,75.84324538002708
2024-10-27,80.3046127553228
2024-11-03,78.07392906767494
2024-11-10,74.72790353620316
2024-11-17,76.95858722385101
2024-11-24,83.65063828679459
2024-12-01,81.41995459914672
2024-12-08,89.22734750591422
2024-12-15,90.34268934973815
2024-12-22,91.45803119356208
2024-12-29,85.88132197444244
2025-01-05,78.07392906767494
2025-01-12,79.18927091149887
2025-01-19,74.72790353620316
2025-01-26,75.84324538002708
2025-02-02,75.84324538002708
2025-02-09,76.95858722385101
2025-02-16,74.72790353620316
2025-02-23,80.3046127553228
2025-03-02,82.53529644297065
2025-03-09,80.3046127553228
2025-03-16,86.99666381826637
2025-03-23,86.99666381826637
2025-03-30,86.99666381826637
2025-04-06,81.41995459914672
2025-04-13,70.26653616090745
2025-04-20,79.18927091149887
2025-04-27,81.41995459914672
2025-05-04,80.3046127553228
2025-05-11,75.84324538002708
2025-05-18,78.07392906767494
2025-05-25,78.07392906767494
2025-06-01,71.38187800473138
2025-06-08,76.95858722385101
2025-06-15,78.07392906767494
2025-06-22,76.95858722385101
2025-06-29,74.72790353620316
2025-07-06,94.80405672503386
2025-07-13,75.84324538002708
2025-07-20,78.07392906767494
2025-07-27,73.61256169237923
2025-08-03,75.84324538002708
2025-08-10,79.18927091149887
2025-08-17,80.3046127553228
2025-08-24,78.07392906767494
2025-08-31,74.72790353620316
2025-09-07,69.15119431708352
2025-09-14,76.95858722385101
2025-09-21,70.26653616090745
2025-09-28,68.0358524732596
2025-10-05,74.72790353620316
2025-10-12,79.18927091149887
2025-10-19,78.07392906767494
2025-10-26,72.4972198485553
2025-11-02,73.61256169237923
2025-11-09,72.4972198485553
2025-11-16,78.07392906767494
2025-11-23,74.72790353620316
2025-11-30,70.26653616090745
2025-12-07,81.41995459914672
2025-12-14,80.3046127553228
2025-12-21,85.88132197444244
2025-12-28,111.53418438239278
