,Data Management
2017-04-30,92.0
2017-05-07,66.0
2017-05-14,83.0
2017-05-21,81.0
2017-05-28,80.0
2017-06-04,72.0
2017-06-11,76.0
2017-06-18,71.0
2017-06-25,77.0
2017-07-02,85.0
2017-07-09,80.0
2017-07-16,85.0
2017-07-23,87.0
2017-07-30,92.0
2017-08-06,82.0
2017-08-13,81.0
2017-08-20,83.0
2017-08-27,90.0
2017-09-03,68.0
2017-09-10,100.0
2017-09-17,90.0
2017-09-24,87.0
2017-10-01,75.0
2017-10-08,90.0
2017-10-15,91.0
2017-10-22,92.0
2017-10-29,73.0
2017-11-05,89.0
2017-11-12,95.0
2017-11-19,92.0
2017-11-26,84.0
2017-12-03,79.0
2017-12-10,76.0
2017-12-17,71.0
2017-12-24,59.0
2017-12-31,70.0
2018-01-07,84.0
2018-01-14,80.0
2018-01-21,74.0
2018-01-28,74.0
2018-02-04,74.0
2018-02-11,71.0
2018-02-18,78.0
2018-02-25,63.0
2018-03-04,67.0
2018-03-11,70.0
2018-03-18,72.0
2018-03-25,68.0
2018-04-01,68.0
2018-04-08,50.0
2018-04-15,56.0
2018-04-22,74.0
2018-04-29,65.0
2018-05-06,71.0
2018-05-13,82.0
2018-05-20,79.0
2018-05-27,68.0
2018-06-03,83.0
2018-06-10,74.0
2018-06-17,75.0
2018-06-24,70.0
2018-07-01,71.0
2018-07-08,85.0
2018-07-15,83.0
2018-07-22,79.0
2018-07-29,86.0
2018-08-05,79.0
2018-08-12,76.0
2018-08-19,73.0
2018-08-26,82.0
2018-09-02,76.0
2018-09-09,77.0
2018-09-16,83.0
2018-09-23,72.0
2018-09-30,80.0
2018-10-07,78.0
2018-10-14,76.0
2018-10-21,66.0
2018-10-28,72.0
2018-11-04,71.0
2018-11-11,74.0
2018-11-18,60.0
2018-11-25,73.0
2018-12-02,76.0
2018-12-09,76.0
2018-12-16,57.0
2018-12-23,51.0
2018-12-30,63.0
2019-01-06,68.0
2019-01-13,66.0
2019-01-20,64.0
2019-01-27,63.0
2019-02-03,66.0
2019-02-10,69.0
2019-02-17,68.0
2019-02-24,71.0
2019-03-03,67.0
2019-03-10,71.0
2019-03-17,70.0
2019-03-24,73.0
2019-03-31,73.0
2019-04-07,54.0
2019-04-14,40.0
2019-04-21,43.0
2019-04-28,52.0
2019-05-05,65.0
2019-05-12,55.0
2019-05-19,62.0
2019-05-26,67.0
2019-06-02,63.0
2019-06-09,71.0
2019-06-16,68.0
2019-06-23,77.0
2019-06-30,74.0
2019-07-07,81.0
2019-07-14,77.0
2019-07-21,76.0
2019-07-28,74.0
2019-08-04,76.0
2019-08-11,69.0
2019-08-18,77.0
2019-08-25,76.0
2019-09-01,71.0
2019-09-08,68.0
2019-09-15,74.0
2019-09-22,66.0
2019-09-29,72.0
2019-10-06,63.0
2019-10-13,67.0
2019-10-20,72.0
2019-10-27,69.0
2019-11-03,78.0
2019-11-10,45.0
2019-11-17,67.0
2019-11-24,68.0
2019-12-01,73.0
2019-12-08,58.0
2019-12-15,66.0
2019-12-22,50.0
2019-12-29,57.0
2020-01-05,59.556347150259064
2020-01-12,65.17487046632124
2020-01-19,69.66968911917098
2020-01-26,70.79339378238342
2020-02-02,66.29857512953367
2020-02-09,70.79339378238342
2020-02-16,77.53562176165804
2020-02-23,71.91709844559585
2020-03-01,64.0511658031088
2020-03-08,59.556347150259064
2020-03-15,46.071891191709845
2020-03-22,43.82448186528497
2020-03-29,58.432642487046635
2020-04-05,53.93782383419689
2020-04-12,48.31930051813472
2020-04-19,52.814119170984455
2020-04-26,59.556347150259064
2020-05-03,53.93782383419689
2020-05-10,53.93782383419689
2020-05-17,53.93782383419689
2020-05-24,51.69041450777202
2020-05-31,64.0511658031088
2020-06-07,59.556347150259064
2020-06-14,53.93782383419689
2020-06-21,59.556347150259064
2020-06-28,59.556347150259064
2020-07-05,61.80375647668394
2020-07-12,60.6800518134715
2020-07-19,62.92746113989637
2020-07-26,56.18523316062176
2020-08-02,49.44300518134715
2020-08-09,60.6800518134715
2020-08-16,60.6800518134715
2020-08-23,52.814119170984455
2020-08-30,61.80375647668394
2020-09-06,69.66968911917098
2020-09-13,62.92746113989637
2020-09-20,66.29857512953367
2020-09-27,55.06152849740933
2020-10-04,50.56670984455958
2020-10-11,51.69041450777202
2020-10-18,51.69041450777202
2020-10-25,53.93782383419689
2020-11-01,41.5770725388601
2020-11-08,43.82448186528497
2020-11-15,41.5770725388601
2020-11-22,48.31930051813472
2020-11-29,51.69041450777202
2020-12-06,48.31930051813472
2020-12-13,55.06152849740933
2020-12-20,47.19559585492228
2020-12-27,35.95854922279793
2021-01-03,48.31930051813472
2021-01-10,41.5770725388601
2021-01-17,49.44300518134715
2021-01-24,47.19559585492228
2021-01-31,46.071891191709845
2021-02-07,52.814119170984455
2021-02-14,58.432642487046635
2021-02-21,47.19559585492228
2021-02-28,48.31930051813472
2021-03-07,51.69041450777202
2021-03-14,55.06152849740933
2021-03-21,59.556347150259064
2021-03-28,60.6800518134715
2021-04-04,53.93782383419689
2021-04-11,25.84520725388601
2021-04-18,51.69041450777202
2021-04-25,48.31930051813472
2021-05-02,53.93782383419689
2021-05-09,49.44300518134715
2021-05-16,52.814119170984455
2021-05-23,50.56670984455958
2021-05-30,58.432642487046635
2021-06-06,57.3089378238342
2021-06-13,56.18523316062176
2021-06-20,50.56670984455958
2021-06-27,52.814119170984455
2021-07-04,51.69041450777202
2021-07-11,58.432642487046635
2021-07-18,51.69041450777202
2021-07-25,51.69041450777202
2021-08-01,57.3089378238342
2021-08-08,55.06152849740933
2021-08-15,53.93782383419689
2021-08-22,59.556347150259064
2021-08-29,58.432642487046635
2021-09-05,53.93782383419689
2021-09-12,59.556347150259064
2021-09-19,57.3089378238342
2021-09-26,60.6800518134715
2021-10-03,48.31930051813472
2021-10-10,59.556347150259064
2021-10-17,41.5770725388601
2021-10-24,57.3089378238342
2021-10-31,48.31930051813472
2021-11-07,60.6800518134715
2021-11-14,50.56670984455958
2021-11-21,48.31930051813472
2021-11-28,49.44300518134715
2021-12-05,51.69041450777202
2021-12-12,49.44300518134715
2021-12-19,50.56670984455958
2021-12-26,46.071891191709845
2022-01-02,103.38082901554404
2022-01-09,94.39119170984456
2022-01-16,77.53562176165804
2022-01-23,91.02007772020725
2022-01-30,87.64896373056995
2022-02-06,93.26748704663213
2022-02-13,89.89637305699482
2022-02-20,89.89637305699482
2022-02-27,96.63860103626943
2022-03-06,95.514896373057
2022-03-13,91.02007772020725
2022-03-20,100.00971502590673
2022-03-27,94.39119170984456
2022-04-03,78.65932642487047
2022-04-10,67.42227979274611
2022-04-17,89.89637305699482
2022-04-24,95.514896373057
2022-05-01,89.89637305699482
2022-05-08,83.1541450777202
2022-05-15,85.40155440414507
2022-05-22,87.64896373056995
2022-05-29,88.77266839378238
2022-06-05,91.02007772020725
2022-06-12,75.28821243523316
2022-06-19,78.65932642487047
2022-06-26,91.02007772020725
2022-07-03,83.1541450777202
2022-07-10,83.1541450777202
2022-07-17,92.14378238341969
2022-07-24,86.52525906735751
2022-07-31,84.27784974093264
2022-08-07,92.14378238341969
2022-08-14,112.37046632124353
2022-08-21,95.514896373057
2022-08-28,79.78303108808291
2022-09-04,91.02007772020725
2022-09-11,87.64896373056995
2022-09-18,94.39119170984456
2022-09-25,101.13341968911917
2022-10-02,86.52525906735751
2022-10-09,104.50453367875647
2022-10-16,97.76230569948187
2022-10-23,98.8860103626943
2022-10-30,94.39119170984456
2022-11-06,93.26748704663213
2022-11-13,98.8860103626943
2022-11-20,92.14378238341969
2022-11-27,89.89637305699482
2022-12-04,83.1541450777202
2022-12-11,91.02007772020725
2022-12-18,80.90673575129534
2022-12-25,73.04080310880829
2023-01-01,89.89637305699482
2023-01-08,83.1541450777202
2023-01-15,88.77266839378238
2023-01-22,94.39119170984456
2023-01-29,94.39119170984456
2023-02-05,101.13341968911917
2023-02-12,97.76230569948187
2023-02-19,96.63860103626943
2023-02-26,89.89637305699482
2023-03-05,92.14378238341969
2023-03-12,96.63860103626943
2023-03-19,89.89637305699482
2023-03-26,88.77266839378238
2023-04-02,74.16450777202073
2023-04-09,53.93782383419689
2023-04-16,71.91709844559585
2023-04-23,82.03044041450777
2023-04-30,78.65932642487047
2023-05-07,88.77266839378238
2023-05-14,84.27784974093264
2023-05-21,87.64896373056995
2023-05-28,77.53562176165804
2023-06-04,88.77266839378238
2023-06-11,93.26748704663213
2023-06-18,84.27784974093264
2023-06-25,83.1541450777202
2023-07-02,89.89637305699482
2023-07-09,87.64896373056995
2023-07-16,94.39119170984456
2023-07-23,93.26748704663213
2023-07-30,88.77266839378238
2023-08-06,96.63860103626943
2023-08-13,96.63860103626943
2023-08-20,88.77266839378238
2023-08-27,80.90673575129534
2023-09-03,95.514896373057
2023-09-10,92.14378238341969
2023-09-17,86.52525906735751
2023-09-24,85.40155440414507
2023-10-01,93.26748704663213
2023-10-08,94.39119170984456
2023-10-15,91.02007772020725
2023-10-22,94.39119170984456
2023-10-29,94.39119170984456
2023-11-05,85.40155440414507
2023-11-12,96.63860103626943
2023-11-19,89.89637305699482
2023-11-26,87.64896373056995
2023-12-03,87.64896373056995
2023-12-10,85.40155440414507
2023-12-17,79.78303108808291
2023-12-24,71.91709844559585
2023-12-31,85.40155440414507
2024-01-07,83.47803642182261
2024-01-14,91.48277964035356
2024-01-21,85.76510591283146
2024-01-28,104.06166184090216
2024-02-04,96.05691862237123
2024-02-11,96.05691862237123
2024-02-18,98.34398811338006
2024-02-25,100.6310576043889
2024-03-03,92.62631438585797
2024-03-10,91.48277964035356
2024-03-17,91.48277964035356
2024-03-24,114.35347455044193
2024-03-31,88.0521754038403
2024-04-07,62.89441100274306
2024-04-14,77.76036269430051
2024-04-21,88.0521754038403
2024-04-28,90.33924489484913
2024-05-05,94.9133838768668
2024-05-12,91.48277964035356
2024-05-19,70.899154221274
2024-05-26,101.77459234989333
2024-06-02,88.0521754038403
2024-06-09,89.1957101493447
2024-06-16,84.62157116732703
2024-06-23,90.33924489484913
2024-06-30,85.76510591283146
2024-07-07,88.0521754038403
2024-07-14,92.62631438585797
2024-07-21,86.90864065833587
2024-07-28,90.33924489484913
2024-08-04,93.76984913136239
2024-08-11,99.48752285888449
2024-08-18,83.47803642182261
2024-08-25,84.62157116732703
2024-09-01,90.33924489484913
2024-09-08,90.33924489484913
2024-09-15,78.90389743980494
2024-09-22,82.3345016763182
2024-09-29,90.33924489484913
2024-10-06,89.1957101493447
2024-10-13,84.62157116732703
2024-10-20,102.91812709539774
2024-10-27,89.1957101493447
2024-11-03,86.90864065833587
2024-11-10,82.3345016763182
2024-11-17,80.04743218530936
2024-11-24,93.76984913136239
2024-12-01,91.48277964035356
2024-12-08,90.33924489484913
2024-12-15,76.6168279487961
2024-12-22,66.32501523925632
2024-12-29,78.90389743980494
2025-01-05,81.19096693081377
2025-01-12,82.3345016763182
2025-01-19,78.90389743980494
2025-01-26,88.0521754038403
2025-02-02,82.3345016763182
2025-02-09,77.76036269430051
2025-02-16,96.05691862237123
2025-02-23,82.3345016763182
2025-03-02,85.76510591283146
2025-03-09,74.32975845778726
2025-03-16,94.9133838768668
2025-03-23,83.47803642182261
2025-03-30,75.47329320329168
2025-04-06,68.61208473026517
2025-04-13,51.45906354769887
2025-04-20,77.76036269430051
2025-04-27,77.76036269430051
2025-05-04,66.32501523925632
2025-05-11,68.61208473026517
2025-05-18,83.47803642182261
2025-05-25,73.18622371228284
2025-06-01,73.18622371228284
2025-06-08,64.03794574824748
2025-06-15,91.48277964035356
2025-06-22,77.76036269430051
2025-06-29,76.6168279487961
2025-07-06,70.899154221274
2025-07-13,76.6168279487961
2025-07-20,77.76036269430051
2025-07-27,77.76036269430051
2025-08-03,78.90389743980494
2025-08-10,75.47329320329168
2025-08-17,75.47329320329168
2025-08-24,82.3345016763182
2025-08-31,68.61208473026517
2025-09-07,70.899154221274
2025-09-14,76.6168279487961
2025-09-21,75.47329320329168
2025-09-28,78.90389743980494
2025-10-05,73.18622371228284
2025-10-12,84.62157116732703
2025-10-19,78.90389743980494
2025-10-26,69.75561947576958
2025-11-02,68.61208473026517
2025-11-09,74.32975845778726
2025-11-16,74.32975845778726
2025-11-23,59.46380676622981
2025-11-30,51.45906354769887
2025-12-07,68.61208473026517
2025-12-14,67.46854998476074
2025-12-21,58.32027202072539
2025-12-28,54.88966778421213
